ID|KEYID|KEYSTATUSID|STARTDATE|ENDDATE|OWNERID|PERSONRESPID|NOTE
47251|27941|3|1938-12-21|1938-12-22|1295395|0|
47252|27942|3|1938-12-22|1938-12-23|1293278|0|
47253|27877|3|1938-12-23|1938-12-24|1237850|0|
47254|27878|3|1938-12-24|1938-12-25|1226202|0|
47255|27879|3|1938-12-25|1938-12-26|1188605|0|
47256|27880|3|1938-12-26|1938-12-27|1266753|0|
47257|27881|3|1938-12-27|1938-12-28|1223695|0|
47258|27882|3|1938-12-28|1938-12-29|1215742|0|
47259|27883|3|1938-12-29|1938-12-30|1293482|0|
47260|27884|3|1938-12-30|1938-12-31|1328992|0|
47261|27918|3|1938-12-31|1939-01-01|1296586|0|
47262|27919|3|1939-01-01|1939-01-02|1296586|0|
47263|27920|3|1939-01-02|1939-01-03|1296586|0|
47264|27921|3|1939-01-03|1939-01-04|1250647|0|
47265|27922|3|1939-01-04|1939-01-05|1265767|0|
47266|27923|3|1939-01-05|1939-01-06|1133799|0|
47267|2584|1|1939-01-06|1939-01-07|0|0|
47268|27749|1|1939-01-07|1939-01-08|0|0|
47269|27063|3|1939-01-08|1939-01-09|1158665|0|
47270|3297|1|1939-01-09|1939-01-10|0|0|
47271|24126|1|1939-01-10|1939-01-11|0|0|
47272|1870|1|1939-01-11|1939-01-12|0|0|
47273|27491|1|1939-01-12|1939-01-13|0|0|
47274|27491|3|1939-01-13|1939-01-14|1986716|0|
47275|3297|3|1939-01-14|1939-01-15|1986716|0|
47276|24126|3|1939-01-15|1939-01-16|1986716|0|
47277|19921|3|1939-01-16|1939-01-17|2196611|0|
47278|10343|3|1939-01-17|1939-01-18|2196611|0|
47279|19894|3|1939-01-18|1939-01-19|2196611|0|
47280|24207|3|1939-01-19|1939-01-20|2196611|0|
47281|18514|3|1939-01-20|1939-01-21|1276557|0|
47282|1892|3|1939-01-21|1939-01-22|1276557|0|
47283|16998|3|1939-01-22|1939-01-23|2166178|0|
47284|18364|3|1939-01-23|1939-01-24|2063523|0|
47285|1343|1|1939-01-24|1939-01-25|0|0|
47286|3763|1|1939-01-25|1939-01-26|0|0|
47287|10184|1|1939-01-26|1939-01-27|0|0|
47288|27952|3|1939-01-27|1939-01-28|1251592|0|
47289|27953|1|1939-01-28|1939-01-29|0|0|
47290|27943|3|1939-01-29|1939-01-30|1988511|0|
47291|27954|3|1939-01-30|1939-01-31|1985588|0|
47292|27953|3|1939-01-31|1939-02-01|1266266|0|
47293|27664|3|1939-02-01|1939-02-02|1340804|0|
47294|27665|3|1939-02-02|1939-02-03|1276691|0|
47295|27667|3|1939-02-03|1939-02-04|1502388|0|
47296|27668|3|1939-02-04|1939-02-05|2302554|0|
47297|27668|5|1939-02-05|1939-02-06|0|0|
47298|27671|3|1939-02-06|1939-02-07|1320434|0|
47299|27671|0|1939-02-07|1939-02-08|0|0|
47300|27672|3|1939-02-08|1939-02-09|1272403|0|
47301|27672|0|1939-02-09|1939-02-10|0|0|
47302|27665|0|1939-02-10|1939-02-11|0|0|
47303|27666|3|1939-02-11|1939-02-12|1276691|0|
47304|27665|0|1939-02-12|1939-02-13|0|0|
47305|27664|0|1939-02-13|1939-02-14|0|0|
47306|27666|0|1939-02-14|1939-02-15|0|0|
47307|27664|1|1939-02-15|1939-02-16|0|0|
47308|27169|3|1939-02-16|1939-02-17|1295418|0|
47309|27955|3|1939-02-17|1939-02-18|2120593|0|
47310|27956|1|1939-02-18|1939-02-19|0|0|
47311|27120|3|1939-02-19|1939-02-20|2302554|0|
47312|27957|3|1939-02-20|1939-02-21|1247170|0|
47313|27958|3|1939-02-21|1939-02-22|1298248|0|
47314|27959|3|1939-02-22|1939-02-23|1198847|0|
47315|27960|3|1939-02-23|1939-02-24|1293216|0|
47316|27961|3|1939-02-24|1939-02-25|1293216|0|
47317|27962|1|1939-02-25|1939-02-26|0|0|
47318|27963|1|1939-02-26|1939-02-27|0|0|
47319|27964|1|1939-02-27|1939-02-28|0|0|
47320|26843|3|1939-02-28|1939-03-01|2047752|0|
47321|27965|3|1939-03-01|1939-03-02|1331974|0|
47322|27295|4|1939-03-02|1939-03-03|0|0|
47323|27966|3|1939-03-03|1939-03-04|1298439|0|
47324|27967|3|1939-03-04|1939-03-05|1298439|0|
47325|27968|3|1939-03-05|1939-03-06|1303800|0|
47326|27962|3|1939-03-06|1939-03-07|1868200|0|
47327|20665|1|1939-03-07|1939-03-08|0|0|
47328|24801|1|1939-03-08|1939-03-09|0|0|
47329|27969|3|1939-03-09|1939-03-10|2302554|0|
47330|27970|3|1939-03-10|1939-03-11|1320434|0|
47331|27971|3|1939-03-11|1939-03-12|2302554|0|
47332|27009|3|1939-03-12|1939-03-13|1250647|0|
47333|1858|3|1939-03-13|1939-03-14|1228032|0|
47334|7386|1|1939-03-14|1939-03-15|0|0|
47335|13487|3|1939-03-15|1939-03-16|1678602|0|
47336|27156|1|1939-03-16|1939-03-17|0|0|
47337|14359|1|1939-03-17|1939-03-18|0|0|
47338|3204|3|1939-03-18|1939-03-19|2025288|0|
47339|26287|3|1939-03-19|1939-03-20|2177206|0|
47340|26967|3|1939-03-20|1939-03-21|2025288|0|
47341|25076|3|1939-03-21|1939-03-22|2025288|0|
47342|25560|3|1939-03-22|1939-03-23|2025288|0|
47343|19098|3|1939-03-23|1939-03-24|2025288|0|
47344|25965|3|1939-03-24|1939-03-25|2025288|0|
47345|26365|3|1939-03-25|1939-03-26|2025288|0|
47346|27526|3|1939-03-26|1939-03-27|2025288|0|
47347|9329|3|1939-03-27|1939-03-28|2025288|0|
47348|27972|3|1939-03-28|1939-03-29|2025288|0|
47349|16429|1|1939-03-29|1939-03-30|0|0|
47350|14186|1|1939-03-30|1939-03-31|0|0|
47351|7388|1|1939-03-31|1939-04-01|0|0|
47352|27698|1|1939-04-01|1939-04-02|0|0|
47353|16415|1|1939-04-02|1939-04-03|0|0|
47354|27940|1|1939-04-03|1939-04-04|0|0|
47355|3661|1|1939-04-04|1939-04-05|0|0|
47356|389|1|1939-04-05|1939-04-06|0|0|
47357|26768|1|1939-04-06|1939-04-07|0|0|
47358|27131|1|1939-04-07|1939-04-08|0|0|
47359|21000|1|1939-04-08|1939-04-09|0|0|
47360|19385|1|1939-04-09|1939-04-10|0|0|
47361|25737|1|1939-04-10|1939-04-11|0|0|
47362|27704|1|1939-04-11|1939-04-12|0|0|
47363|27342|1|1939-04-12|1939-04-13|0|0|
47364|6674|1|1939-04-13|1939-04-14|0|0|
47365|6897|1|1939-04-14|1939-04-15|0|0|
47366|27673|1|1939-04-15|1939-04-16|0|0|
47367|27678|1|1939-04-16|1939-04-17|0|0|
47368|215|1|1939-04-17|1939-04-18|0|0|
47369|19168|1|1939-04-18|1939-04-19|0|0|
47370|11790|1|1939-04-19|1939-04-20|0|0|
47371|6606|1|1939-04-20|1939-04-21|0|0|
47372|6913|1|1939-04-21|1939-04-22|0|0|
47373|27130|1|1939-04-22|1939-04-23|0|0|
47374|17552|1|1939-04-23|1939-04-24|0|0|
47375|1692|1|1939-04-24|1939-04-25|0|0|
47376|17265|1|1939-04-25|1939-04-26|0|0|
47377|16159|3|1939-04-26|1939-04-27|1925037|0|
47378|18229|1|1939-04-27|1939-04-28|0|0|
47379|987|1|1939-04-28|1939-04-29|0|0|
47380|2611|3|1939-04-29|1939-04-30|1932469|0|
47381|2605|3|1939-04-30|1939-05-01|1905868|0|
47382|10268|1|1939-05-01|1939-05-02|0|0|
47383|1637|1|1939-05-02|1939-05-03|0|0|
47384|23377|1|1939-05-03|1939-05-04|0|0|
47385|27033|1|1939-05-04|1939-05-05|0|0|
47386|27401|1|1939-05-05|1939-05-06|0|0|
47387|681|3|1939-05-06|1939-05-07|1585908|0|
47388|971|3|1939-05-07|1939-05-08|1585908|0|
47389|7086|3|1939-05-08|1939-05-09|1585908|0|
47390|10300|3|1939-05-09|1939-05-10|1585908|0|
47391|20902|3|1939-05-10|1939-05-11|1585908|0|
47392|683|1|1939-05-11|1939-05-12|0|0|
47393|3250|3|1939-05-12|1939-05-13|1969056|0|
47394|10342|3|1939-05-13|1939-05-14|1969056|0|
47395|24389|3|1939-05-14|1939-05-15|1969056|0|
47396|948|3|1939-05-15|1939-05-16|1969056|0|
47397|20721|3|1939-05-16|1939-05-17|1969056|0|
47398|19515|3|1939-05-17|1939-05-18|1297089|0|
47399|27840|1|1939-05-18|1939-05-19|0|0|
47400|17726|1|1939-05-19|1939-05-20|0|0|
47401|27830|1|1939-05-20|1939-05-21|0|0|
47402|5486|1|1939-05-21|1939-05-22|0|0|
47403|25888|1|1939-05-22|1939-05-23|0|0|
47404|25247|1|1939-05-23|1939-05-24|0|0|
47405|27895|3|1939-05-24|1939-05-25|1283452|0|
47406|27896|3|1939-05-25|1939-05-26|1202890|0|
47407|27897|3|1939-05-26|1939-05-27|1323077|0|
47408|27898|3|1939-05-27|1939-05-28|1913998|0|
47409|27899|3|1939-05-28|1939-05-29|1283452|0|
47410|27900|3|1939-05-29|1939-05-30|1283452|0|
47411|19925|3|1939-05-30|1939-05-31|1293329|0|
47412|27963|3|1939-05-31|1939-06-01|1293481|0|
47413|27956|3|1939-06-01|1939-06-02|1270290|0|
47414|11983|3|1939-06-02|1939-06-03|1293481|0|
47415|27973|3|1939-06-03|1939-06-04|1293216|0|
47416|26658|5|1939-06-04|1939-06-05|0|0|
47417|26465|3|1939-06-05|1939-06-06|1120768|0|
47418|27974|3|1939-06-06|1939-06-07|1293315|0|
47419|27889|3|1939-06-07|1939-06-08|1293546|0|
47420|27890|3|1939-06-08|1939-06-09|1678602|0|
47421|27891|3|1939-06-09|1939-06-10|1297313|0|
47422|27892|3|1939-06-10|1939-06-11|1297625|0|
47423|27893|3|1939-06-11|1939-06-12|1293279|0|
47424|17826|3|1939-06-12|1939-06-13|1293482|0|
47425|1773|3|1939-06-13|1939-06-14|1736930|0|
47426|26719|3|1939-06-14|1939-06-15|1302637|0|
47427|27320|3|1939-06-15|1939-06-16|1169075|0|
47428|2588|3|1939-06-16|1939-06-17|1311554|0|
47429|2517|3|1939-06-17|1939-06-18|1311554|0|
47430|27975|3|1939-06-18|1939-06-19|1148651|0|
47431|27976|3|1939-06-19|1939-06-20|1302474|0|
47432|27977|0|1939-06-20|1939-06-21|0|0|
47433|27978|3|1939-06-21|1939-06-22|1159205|0|
47434|27977|3|1939-06-22|1939-06-23|1271282|0|
47435|27979|0|1939-06-23|1939-06-24|0|0|
47436|27980|0|1939-06-24|1939-06-25|0|0|
47437|27981|0|1939-06-25|1939-06-26|0|0|
47438|27982|0|1939-06-26|1939-06-27|0|0|
47439|27983|3|1939-06-27|1939-06-28|2167590|0|
47440|27964|3|1939-06-28|1939-06-29|1257277|0|
47441|17736|3|1939-06-29|1939-06-30|1985588|0|
47442|27984|1|1939-06-30|1939-07-01|0|0|
47443|27985|1|1939-07-01|1939-07-02|0|0|
47444|27986|1|1939-07-02|1939-07-03|0|0|
47445|27987|1|1939-07-03|1939-07-04|0|0|
47446|27984|3|1939-07-04|1939-07-05|1148330|0|
47447|27985|3|1939-07-05|1939-07-06|1271564|0|
47448|19671|1|1939-07-06|1939-07-07|0|0|
47449|27742|1|1939-07-07|1939-07-08|0|0|
47450|27740|1|1939-07-08|1939-07-09|0|0|
47451|27743|1|1939-07-09|1939-07-10|0|0|
47452|27741|1|1939-07-10|1939-07-11|0|0|
47453|27750|3|1939-07-11|1939-07-12|1161221|0|
47454|27750|1|1939-07-12|1939-07-13|0|0|
47455|12097|1|1939-07-13|1939-07-14|0|0|
47456|19979|1|1939-07-14|1939-07-15|0|0|
47457|19963|1|1939-07-15|1939-07-16|0|0|
47458|19961|1|1939-07-16|1939-07-17|0|0|
47459|27988|3|1939-07-17|1939-07-18|1293482|0|
47460|17732|3|1939-07-18|1939-07-19|1587308|0|
47461|27989|3|1939-07-19|1939-07-20|1303800|0|
47462|27990|3|1939-07-20|1939-07-21|1293482|0|
47463|27988|1|1939-07-21|1939-07-22|0|0|
47464|27968|1|1939-07-22|1939-07-23|0|0|
47465|3082|1|1939-07-23|1939-07-24|0|0|
47466|27844|1|1939-07-24|1939-07-25|0|0|
47467|11789|1|1939-07-25|1939-07-26|0|0|
47468|23493|3|1939-07-26|1939-07-27|1701742|0|
47469|27991|3|1939-07-27|1939-07-28|1320971|0|
47470|27992|3|1939-07-28|1939-07-29|1354642|0|
47471|20183|4|1939-07-29|1939-07-30|0|0|
47472|20184|4|1939-07-30|1939-07-31|0|0|
47473|18945|4|1939-07-31|1939-08-01|0|0|
47474|19129|4|1939-08-01|1939-08-02|0|0|
47475|19129|4|1939-08-02|1939-08-03|0|0|
47476|1401|4|1939-08-03|1939-08-04|0|0|
47477|18516|3|1939-08-04|1939-08-05|1322637|0|
47478|18521|1|1939-08-05|1939-08-06|0|0|
47479|1663|1|1939-08-06|1939-08-07|0|0|
47480|27986|3|1939-08-07|1939-08-08|1293481|0|
47481|16312|1|1939-08-08|1939-08-09|0|0|
47482|27533|1|1939-08-09|1939-08-10|0|0|
47483|6084|1|1939-08-10|1939-08-11|0|0|
47484|26444|1|1939-08-11|1939-08-12|0|0|
47485|1648|1|1939-08-12|1939-08-13|0|0|
47486|26510|1|1939-08-13|1939-08-14|0|0|
47487|26114|1|1939-08-14|1939-08-15|0|0|
47488|2591|1|1939-08-15|1939-08-16|0|0|
47489|4425|1|1939-08-16|1939-08-17|0|0|
47490|24106|1|1939-08-17|1939-08-18|0|0|
47491|26348|1|1939-08-18|1939-08-19|0|0|
47492|25569|1|1939-08-19|1939-08-20|0|0|
47493|19094|1|1939-08-20|1939-08-21|0|0|
47494|27463|1|1939-08-21|1939-08-22|0|0|
47495|26066|1|1939-08-22|1939-08-23|0|0|
47496|26366|1|1939-08-23|1939-08-24|0|0|
47497|26691|1|1939-08-24|1939-08-25|0|0|
47498|11597|1|1939-08-25|1939-08-26|0|0|
47499|3290|3|1939-08-26|1939-08-27|2207152|0|
47500|27993|3|1939-08-27|1939-08-28|1505562|0|
47501|27987|3|1939-08-28|1939-08-29|1295972|0|
47502|27994|3|1939-08-29|1939-08-30|1157429|0|
47503|27995|3|1939-08-30|1939-08-31|1301366|0|
47504|13557|4|1939-08-31|1939-09-01|0|0|
47505|27996|3|1939-09-01|1939-09-02|1228032|0|
47506|7206|1|1939-09-02|1939-09-03|0|0|
47507|1187|1|1939-09-03|1939-09-04|0|0|
47508|27997|3|1939-09-04|1939-09-05|1271381|0|
47509|27998|3|1939-09-05|1939-09-06|1228538|0|
47510|27999|3|1939-09-06|1939-09-07|1293538|0|
47511|27116|1|1939-09-07|1939-09-08|0|0|
47512|27588|1|1939-09-08|1939-09-09|0|0|
47513|27687|1|1939-09-09|1939-09-10|0|0|
47514|27117|1|1939-09-10|1939-09-11|0|0|
47515|27707|3|1939-09-11|1939-09-12|1325048|0|
47516|27561|4|1939-09-12|1939-09-13|0|0|
47517|27925|3|1939-09-13|1939-09-14|1127918|0|
47518|27926|3|1939-09-14|1939-09-15|1318933|0|
47519|27927|3|1939-09-15|1939-09-16|1338424|0|
47520|27924|3|1939-09-16|1939-09-17|1257277|0|
47521|27894|3|1939-09-17|1939-09-18|1861911|0|
47522|26792|3|1939-09-18|1939-09-19|1708471|0|
47523|17737|3|1939-09-19|1939-09-20|1985588|0|
47524|1975|3|1939-09-20|1939-09-21|1889325|0|
47525|28000|1|1939-09-21|1939-09-22|0|0|
47526|28001|1|1939-09-22|1939-09-23|0|0|
47527|28002|1|1939-09-23|1939-09-24|0|0|
47528|28003|1|1939-09-24|1939-09-25|0|0|
47529|28004|1|1939-09-25|1939-09-26|0|0|
47530|28005|1|1939-09-26|1939-09-27|0|0|
47531|28006|1|1939-09-27|1939-09-28|0|0|
47532|28007|1|1939-09-28|1939-09-29|0|0|
47533|28008|1|1939-09-29|1939-09-30|0|0|
47534|28009|1|1939-09-30|1939-10-01|0|0|
47535|28009|0|1939-10-01|1939-10-02|0|0|
47536|28010|1|1939-10-02|1939-10-03|0|0|
47537|28011|1|1939-10-03|1939-10-04|0|0|
47538|28012|1|1939-10-04|1939-10-05|0|0|
47539|28013|1|1939-10-05|1939-10-06|0|0|
47540|28014|1|1939-10-06|1939-10-07|0|0|
47541|25218|1|1939-10-07|1939-10-08|0|0|
47542|26363|3|1939-10-08|1939-10-09|2025288|0|
47543|28015|3|1939-10-09|1939-10-10|1194748|0|
47544|2849|1|1939-10-10|1939-10-11|0|0|
47545|26917|3|1939-10-11|1939-10-12|1270792|0|
47546|19843|3|1939-10-12|1939-10-13|1163394|0|
47547|2553|3|1939-10-13|1939-10-14|1163394|0|
47548|1158|1|1939-10-14|1939-10-15|0|0|
47549|8019|3|1939-10-15|1939-10-16|1365763|0|
47550|8033|3|1939-10-16|1939-10-17|1365763|0|
47551|8036|3|1939-10-17|1939-10-18|1365763|0|
47552|18462|1|1939-10-18|1939-10-19|0|0|
47553|2589|3|1939-10-19|1939-10-20|2014528|0|
47554|18461|3|1939-10-20|1939-10-21|1293479|0|
47555|18462|3|1939-10-21|1939-10-22|1660266|0|
47556|18463|3|1939-10-22|1939-10-23|1293031|0|
47557|18464|3|1939-10-23|1939-10-24|1141350|0|
47558|18465|3|1939-10-24|1939-10-25|1258175|0|
47559|18466|3|1939-10-25|1939-10-26|1266366|0|
47560|18467|3|1939-10-26|1939-10-27|1292940|0|
47561|18468|3|1939-10-27|1939-10-28|1302474|0|
47562|18469|3|1939-10-28|1939-10-29|1260093|0|
47563|28000|3|1939-10-29|1939-10-30|1319373|0|
47564|28001|3|1939-10-30|1939-10-31|1149173|0|
47565|28002|3|1939-10-31|1939-11-01|1758652|0|
47566|28003|3|1939-11-01|1939-11-02|1293211|0|
47567|25569|3|1939-11-02|1939-11-03|1298439|0|
47568|28016|3|1939-11-03|1939-11-04|1302637|0|
47569|27657|3|1939-11-04|1939-11-05|2209069|0|
47570|17206|3|1939-11-05|1939-11-06|2209069|0|
47571|26848|3|1939-11-06|1939-11-07|2161711|0|
47572|3133|1|1939-11-07|1939-11-08|0|0|
47573|11863|1|1939-11-08|1939-11-09|0|0|
47574|360|1|1939-11-09|1939-11-10|0|0|
47575|24318|1|1939-11-10|1939-11-11|0|0|
47576|24359|1|1939-11-11|1939-11-12|0|0|
47577|11855|1|1939-11-12|1939-11-13|0|0|
47578|17514|3|1939-11-13|1939-11-14|1628391|0|
47579|290|1|1939-11-14|1939-11-15|0|0|
47580|3074|1|1939-11-15|1939-11-16|0|0|
47581|19066|1|1939-11-16|1939-11-17|0|0|
47582|26466|1|1939-11-17|1939-11-18|0|0|
47583|26600|1|1939-11-18|1939-11-19|0|0|
47584|2521|1|1939-11-19|1939-11-20|0|0|
47585|10234|1|1939-11-20|1939-11-21|0|0|
47586|27962|1|1939-11-21|1939-11-22|0|0|
47587|13490|1|1939-11-22|1939-11-23|0|0|
47588|18518|1|1939-11-23|1939-11-24|0|0|
47589|19091|3|1939-11-24|1939-11-25|1922623|0|
47590|2521|3|1939-11-25|1939-11-26|1922623|0|
47591|18518|3|1939-11-26|1939-11-27|1922623|0|
47592|27962|3|1939-11-27|1939-11-28|1922623|0|
47593|26600|3|1939-11-28|1939-11-29|1922623|0|
47594|10234|3|1939-11-29|1939-11-30|1922623|0|
47595|26466|3|1939-11-30|1939-12-01|1922623|0|
47596|25122|3|1939-12-01|1939-12-02|1922623|0|
47597|25886|3|1939-12-02|1939-12-03|1922623|0|
47598|28017|3|1939-12-03|1939-12-04|1260679|0|
47599|11855|3|1939-12-04|1939-12-05|1587308|0|
47600|27656|3|1939-12-05|1939-12-06|1628391|0|
47601|10268|3|1939-12-06|1939-12-07|1860127|0|
47602|26437|1|1939-12-07|1939-12-08|0|0|
47603|26117|3|1939-12-08|1939-12-09|1200682|0|
47604|18366|3|1939-12-09|1939-12-10|1200682|0|
47605|26066|3|1939-12-10|1939-12-11|1200682|0|
47606|27130|3|1939-12-11|1939-12-12|1322919|0|
47607|27131|3|1939-12-12|1939-12-13|1322919|0|
47608|19376|3|1939-12-13|1939-12-14|1250420|0|
47609|24965|1|1939-12-14|1939-12-15|0|0|
47610|17395|1|1939-12-15|1939-12-16|0|0|
47611|9335|1|1939-12-16|1939-12-17|0|0|
47612|26133|1|1939-12-17|1939-12-18|0|0|
47613|26482|1|1939-12-18|1939-12-19|0|0|
47614|17310|1|1939-12-19|1939-12-20|0|0|
47615|25383|1|1939-12-20|1939-12-21|0|0|
47616|15860|1|1939-12-21|1939-12-22|0|0|
47617|25322|1|1939-12-22|1939-12-23|0|0|
47618|1910|1|1939-12-23|1939-12-24|0|0|
47619|11967|1|1939-12-24|1939-12-25|0|0|
47620|25475|1|1939-12-25|1939-12-26|0|0|
47621|27835|1|1939-12-26|1939-12-27|0|0|
17668|2930|1|1939-12-27|1939-12-28|0|0|
17669|2931|1|1939-12-28|1939-12-29|0|0|
17670|2934|1|1939-12-29|1939-12-30|0|0|
17671|2937|1|1939-12-30|1939-12-31|0|0|
17672|2938|1|1939-12-31|1940-01-01|0|0|
17673|2941|1|1940-01-01|1940-01-02|0|0|
17674|2942|1|1940-01-02|1940-01-03|0|0|
17675|2944|3|1940-01-03|1940-01-04|1326714|0|
17676|2945|1|1940-01-04|1940-01-05|0|0|
17677|2946|1|1940-01-05|1940-01-06|0|0|
17678|2947|1|1940-01-06|1940-01-07|0|0|
17679|2948|3|1940-01-07|1940-01-08|1274183|0|
17680|2949|1|1940-01-08|1940-01-09|0|0|
17681|2950|1|1940-01-09|1940-01-10|0|0|
17682|2951|3|1940-01-10|1940-01-11|1322885|0|
17683|2953|1|1940-01-11|1940-01-12|0|0|
17684|2954|1|1940-01-12|1940-01-13|0|0|
17685|2956|1|1940-01-13|1940-01-14|0|0|
17686|20203|1|1940-01-14|1940-01-15|0|0|
17687|2958|3|1940-01-15|1940-01-16|1207356|0|
17688|2959|1|1940-01-16|1940-01-17|0|0|
17689|2960|1|1940-01-17|1940-01-18|0|0|
17690|2962|1|1940-01-18|1940-01-19|0|0|
17691|2963|1|1940-01-19|1940-01-20|0|0|
17692|2964|1|1940-01-20|1940-01-21|0|0|
17693|2965|3|1940-01-21|1940-01-22|1302261|0|
17694|2966|1|1940-01-22|1940-01-23|0|0|
17695|2967|1|1940-01-23|1940-01-24|0|0|
17696|2968|1|1940-01-24|1940-01-25|0|0|
17697|2969|3|1940-01-25|1940-01-26|1298225|0|
17698|2970|3|1940-01-26|1940-01-27|1247368|0|
17699|2971|3|1940-01-27|1940-01-28|1269224|0|
17700|2974|3|1940-01-28|1940-01-29|1274768|0|
17701|2972|3|1940-01-29|1940-01-30|1269223|0|
17702|2979|3|1940-01-30|1940-01-31|1251002|0|
17703|2977|2|1940-01-31|1940-02-01|0|0|
17704|2981|3|1940-02-01|1940-02-02|1255033|0|
17705|2984|1|1940-02-02|1940-02-03|0|0|
17706|2988|1|1940-02-03|1940-02-04|0|0|
17707|2989|1|1940-02-04|1940-02-05|0|0|
17708|2990|1|1940-02-05|1940-02-06|0|0|
17709|2991|3|1940-02-06|1940-02-07|1288249|0|
17710|2992|1|1940-02-07|1940-02-08|0|0|
17711|2993|1|1940-02-08|1940-02-09|0|0|
17712|2994|1|1940-02-09|1940-02-10|0|0|
17713|2998|1|1940-02-10|1940-02-11|0|0|
17714|3001|1|1940-02-11|1940-02-12|0|0|
17715|3002|1|1940-02-12|1940-02-13|0|0|
17716|3004|3|1940-02-13|1940-02-14|1291393|0|
17717|3003|1|1940-02-14|1940-02-15|0|0|
17718|3009|1|1940-02-15|1940-02-16|0|0|
17719|3010|1|1940-02-16|1940-02-17|0|0|
17720|3013|1|1940-02-17|1940-02-18|0|0|
17721|3014|1|1940-02-18|1940-02-19|0|0|
17722|3016|1|1940-02-19|1940-02-20|0|0|
17723|3021|1|1940-02-20|1940-02-21|0|0|
17724|3022|1|1940-02-21|1940-02-22|0|0|
17725|3025|1|1940-02-22|1940-02-23|0|0|
17726|3026|1|1940-02-23|1940-02-24|0|0|
17727|16012|1|1940-02-24|1940-02-25|0|0|
17728|16013|1|1940-02-25|1940-02-26|0|0|
17729|16014|1|1940-02-26|1940-02-27|0|0|
17730|3027|1|1940-02-27|1940-02-28|0|0|
17731|3029|4|1940-02-28|1940-02-29|0|0|
17732|3030|1|1940-02-29|1940-03-01|0|0|
17733|3028|1|1940-03-01|1940-03-02|0|0|
17734|3031|1|1940-03-02|1940-03-03|0|0|
17735|3032|1|1940-03-03|1940-03-04|0|0|
17736|3033|1|1940-03-04|1940-03-05|0|0|
17737|3036|1|1940-03-05|1940-03-06|0|0|
17738|3037|1|1940-03-06|1940-03-07|0|0|
17739|3038|1|1940-03-07|1940-03-08|0|0|
17740|3040|1|1940-03-08|1940-03-09|0|0|
17741|3041|1|1940-03-09|1940-03-10|0|0|
17742|3044|1|1940-03-10|1940-03-11|0|0|
17743|3043|1|1940-03-11|1940-03-12|0|0|
17744|3047|3|1940-03-12|1940-03-13|1247248|0|
17745|3046|1|1940-03-13|1940-03-14|0|0|
17746|3045|4|1940-03-14|1940-03-15|0|0|
17747|3048|3|1940-03-15|1940-03-16|1245808|0|
17748|20204|1|1940-03-16|1940-03-17|0|0|
17749|18883|3|1940-03-17|1940-03-18|1317765|0|
17750|8462|1|1940-03-18|1940-03-19|0|0|
17751|6620|3|1940-03-19|1940-03-20|1655322|0|
17752|14836|3|1940-03-20|1940-03-21|1303570|0|
17753|14838|3|1940-03-21|1940-03-22|1293043|0|
17754|14839|3|1940-03-22|1940-03-23|1121503|0|
17755|14840|3|1940-03-23|1940-03-24|1224665|0|
17756|3062|1|1940-03-24|1940-03-25|0|0|
17757|18683|3|1940-03-25|1940-03-26|1341614|0|
17758|18682|3|1940-03-26|1940-03-27|1293043|0|
17759|20439|3|1940-03-27|1940-03-28|1121503|0|
17760|8646|1|1940-03-28|1940-03-29|0|0|
17761|17322|1|1940-03-29|1940-03-30|0|0|
17762|4458|2|1940-03-30|1940-03-31|0|0|
17763|10053|3|1940-03-31|1940-04-01|0|0|
17764|10054|3|1940-04-01|1940-04-02|0|0|
17765|10055|3|1940-04-02|1940-04-03|0|0|
17766|12686|4|1940-04-03|1940-04-04|0|0|
17767|12687|4|1940-04-04|1940-04-05|0|0|
17768|12688|4|1940-04-05|1940-04-06|0|0|
17769|12689|4|1940-04-06|1940-04-07|0|0|
17770|3559|1|1940-04-07|1940-04-08|0|0|
17771|1280|3|1940-04-08|1940-04-09|1293616|0|
17772|1278|3|1940-04-09|1940-04-10|1260093|0|
17773|1279|3|1940-04-10|1940-04-11|1293020|0|
17774|3082|3|1940-04-11|1940-04-12|1293481|0|
17775|3077|3|1940-04-12|1940-04-13|1277341|0|
17776|3071|3|1940-04-13|1940-04-14|1292922|0|
17777|3081|5|1940-04-14|1940-04-15|0|0|
17778|3079|5|1940-04-15|1940-04-16|0|0|
17779|3085|2|1940-04-16|1940-04-17|0|0|
17780|3076|2|1940-04-17|1940-04-18|0|0|
17781|3086|3|1940-04-18|1940-04-19|1313650|0|
17782|3090|2|1940-04-19|1940-04-20|0|0|
17783|3091|3|1940-04-20|1940-04-21|1257847|0|
17784|3093|2|1940-04-21|1940-04-22|0|0|
17785|3094|3|1940-04-22|1940-04-23|1288833|0|
17786|13011|1|1940-04-23|1940-04-24|0|0|
17787|13012|3|1940-04-24|1940-04-25|1293560|0|
17788|13014|3|1940-04-25|1940-04-26|1296635|0|
17789|13010|3|1940-04-26|1940-04-27|1298439|0|
17790|13015|1|1940-04-27|1940-04-28|0|0|
17791|13016|1|1940-04-28|1940-04-29|0|0|
17792|13017|1|1940-04-29|1940-04-30|0|0|
17793|13019|1|1940-04-30|1940-05-01|0|0|
17794|13022|1|1940-05-01|1940-05-02|0|0|
17795|13021|1|1940-05-02|1940-05-03|0|0|
