ID|NUMBER|KEYTYPEID
84|1|4148
85|1|4149
86|1|4150
87|2|4148
88|1|5
89|2|5
90|3|5
91|4|5
92|5|5
93|6|5
94|7|5
95|8|5
96|1|6
97|2|6
98|3|6
99|4|6
100|5|6
101|6|6
102|7|6
103|8|6
104|9|6
105|10|6
106|11|6
107|1|7
108|2|7
109|3|7
110|4|7
111|5|7
112|6|7
113|7|7
114|8|7
115|9|7
116|1|8
117|2|8
118|3|8
119|1|9
120|2|9
121|3|9
122|1|10
123|2|10
124|1|11
125|2|11
126|3|11
127|4|11
128|1|12
129|2|12
130|1|13
131|2|13
132|1|14
133|2|14
134|1|15
135|2|15
136|3|15
137|4|15
138|1|16
139|2|16
140|3|16
141|4|16
142|5|16
143|6|16
144|7|16
145|8|16
146|9|16
147|10|16
148|11|16
149|12|16
150|13|16
151|14|16
152|15|16
153|16|16
154|17|16
155|18|16
156|19|16
157|20|16
158|1|17
159|2|17
160|1|18
161|2|18
162|3|18
163|4|18
164|5|18
165|6|18
166|7|18
167|8|18
168|9|18
169|10|18
170|11|18
171|12|18
172|13|18
173|1|19
174|2|19
175|3|19
176|4|19
177|5|19
178|6|19
179|7|19
180|8|19
181|9|19
182|10|19
183|11|19
184|12|19
185|1|20
186|2|20
187|1|21
188|1|22
189|1|23
190|2|23
191|3|23
192|4|23
193|5|23
194|6|23
195|7|23
196|8|23
197|9|23
198|10|23
199|11|23
200|1|24
201|2|24
202|3|24
203|4|24
204|1|25
205|1|26
206|1|27
207|1|28
208|1|29
209|1|30
210|2|30
211|3|30
212|4|30
213|5|30
214|6|30
215|7|30
216|8|30
217|9|30
218|10|30
219|11|30
220|1|31
221|2|31
222|3|31
223|1|34
224|1|35
225|2|35
226|1|36
227|2|36
228|3|36
229|4|36
230|1|37
231|2|37
232|3|37
233|4|37
234|5|37
235|6|37
236|7|37
237|8|37
238|1|38
239|2|38
240|3|38
241|4|38
242|5|38
243|6|38
244|7|38
245|8|38
246|9|38
247|10|38
248|11|38
249|1|39
250|2|39
251|3|39
252|1|40
253|2|40
254|3|40
255|1|41
256|2|41
257|3|41
258|1|42
259|1|43
260|2|43
261|1|44
262|2|44
263|3|44
264|1|45
265|2|45
266|3|45
267|4|45
268|1|46
269|2|46
270|3|46
271|4|46
272|5|46
273|1|47
274|2|47
275|3|47
276|4|47
277|1|48
278|2|48
279|3|48
280|4|48
281|5|48
282|6|48
283|7|48
284|8|48
285|9|48
286|10|48
287|11|48
288|1|49
289|2|49
290|3|49
291|1|51
292|2|51
293|3|51
294|4|51
295|5|51
296|1|52
297|2|52
298|3|52
299|4|820
300|5|820
301|42|1266
302|2|284
303|3|284
304|1|54
305|2|54
306|3|54
307|4|54
308|5|54
309|6|54
310|7|54
311|8|54
312|9|54
313|10|54
314|11|54
315|12|54
316|13|54
317|14|54
318|15|54
319|16|54
320|17|54
321|18|54
322|19|54
323|1|55
324|1|56
325|2|56
326|1|57
327|2|57
328|3|57
329|4|57
330|5|57
331|6|57
332|7|57
333|8|57
334|9|57
335|1|58
336|2|58
337|3|58
338|1|59
339|2|59
340|1|60
341|2|60
342|1|61
343|2|61
344|8|3679
345|9|4442
346|10|4442
347|11|4442
348|12|4442
349|3|4401
350|124|4143
351|188|4293
352|181|4282
353|31|4283
354|141|4302
355|1|63
356|2|63
357|3|63
358|1|64
359|1|65
360|2|65
361|3|65
362|4|65
363|5|65
364|1|66
365|2|66
366|3|66
367|1|67
368|2|67
369|3|67
370|4|67
371|5|67
372|1|68
373|2|68
374|3|68
375|4|68
376|5|68
377|1|69
378|2|69
379|3|69
380|1|70
381|1|71
382|2|71
383|3|71
384|1|72
385|1|73
386|1|74
387|1|75
388|1|76
389|1|77
390|1|80
391|1|81
392|2|81
393|3|81
394|4|81
395|5|81
396|6|81
397|7|81
398|8|81
399|9|81
400|10|81
401|1|82
402|2|82
403|3|82
404|1|83
405|2|83
406|3|83
407|1|84
408|2|84
409|3|84
410|1|85
411|2|85
412|3|85
413|4|85
414|5|85
415|1|86
416|2|86
417|3|86
418|1|87
419|2|87
420|3|87
421|4|87
422|5|87
423|1|88
424|2|88
425|3|88
426|1|89
427|2|89
428|3|89
429|1|90
430|2|90
431|3|90
432|1|91
433|2|91
434|3|91
435|1|92
436|2|92
437|3|92
438|4|92
439|1|93
440|2|93
441|3|93
442|4|93
443|5|93
444|6|93
445|7|93
446|8|93
447|9|93
448|1|94
449|2|94
450|3|94
451|4|94
452|1|95
453|2|95
454|3|95
455|4|95
456|5|95
457|6|95
458|7|95
459|1|96
460|2|96
461|3|96
462|1|97
463|2|97
464|3|97
465|1|98
466|2|98
467|3|98
468|1|99
469|2|99
470|3|99
471|4|99
472|5|99
473|1|100
474|2|100
475|3|100
476|4|100
477|1|101
478|2|101
479|3|101
480|1|102
481|2|102
482|3|102
483|1|103
484|2|103
485|3|103
486|4|103
487|5|103
488|1|104
489|2|104
490|3|104
491|1|105
492|2|105
493|3|105
494|1|106
495|2|106
496|3|106
497|1|107
498|2|107
499|3|107
500|1|108
501|2|108
502|3|108
503|4|108
504|5|108
505|1|109
506|2|109
507|3|109
508|1|110
509|2|110
510|3|110
511|4|110
512|1|111
513|2|111
514|3|111
515|4|111
516|5|111
517|6|111
518|1|112
519|2|112
520|3|112
521|4|112
522|5|112
523|1|113
524|2|113
525|3|113
526|4|113
527|1|114
528|2|114
529|3|114
530|1|115
531|2|115
532|3|115
533|1|116
534|2|116
535|3|116
536|1|117
537|2|117
538|3|117
539|1|118
540|2|118
541|3|118
542|4|118
543|5|118
544|6|118
545|1|119
546|2|119
547|3|119
548|4|119
549|5|119
550|6|119
551|7|119
552|1|120
553|2|120
554|3|120
555|1|121
556|2|121
557|3|121
558|1|122
559|2|122
560|3|122
561|1|123
562|2|123
563|1|125
564|2|125
565|3|125
566|1|126
567|2|126
568|3|126
569|1|127
570|2|127
571|3|127
572|1|128
573|2|128
574|3|128
575|1|129
576|2|129
577|3|129
578|1|130
579|2|130
580|3|130
581|1|131
582|2|131
583|3|131
584|1|132
585|2|132
586|3|132
587|1|133
588|2|133
589|3|133
590|1|134
591|2|134
592|3|134
593|4|134
594|1|135
595|2|135
596|3|135
597|4|135
598|5|135
599|6|135
600|7|135
601|8|135
602|9|135
603|10|135
604|11|135
605|12|135
606|13|135
607|14|135
608|15|135
609|16|135
610|17|135
611|18|135
612|19|135
613|1|137
614|2|137
615|3|137
616|4|137
617|5|137
618|6|137
619|7|137
620|8|137
621|9|137
622|10|137
623|11|137
624|12|137
625|13|137
626|14|137
627|15|137
628|16|137
629|17|137
630|18|137
631|19|137
632|20|137
633|21|137
634|22|137
635|23|137
636|24|137
637|25|137
638|26|137
639|27|137
640|28|137
641|29|137
642|30|137
643|31|137
644|32|137
645|33|137
646|34|137
647|35|137
648|36|137
649|37|137
650|38|137
651|39|137
652|40|137
653|41|137
654|1|138
655|2|138
656|3|138
657|4|138
658|5|138
659|6|138
660|7|138
661|8|138
662|1|139
663|2|139
664|3|139
665|4|139
666|5|139
667|1|140
668|2|140
669|3|140
670|4|140
671|5|140
672|6|140
673|1|141
674|2|141
675|3|141
676|4|141
677|5|141
678|6|141
679|1|142
680|2|142
681|3|142
682|1|143
683|2|143
684|3|143
685|1|144
686|2|144
687|3|144
688|4|144
689|5|144
690|6|144
691|7|144
692|8|144
693|9|144
694|10|144
695|11|144
696|12|144
697|1|145
698|2|145
699|3|145
700|4|145
701|5|145
702|6|145
703|7|145
704|8|145
705|9|145
706|10|145
707|11|145
708|12|145
709|13|145
710|14|145
711|15|145
712|16|145
713|17|145
714|18|145
715|19|145
716|20|145
717|21|145
718|22|145
719|23|145
720|24|145
721|25|145
722|26|145
723|27|145
724|28|145
725|29|145
726|30|145
727|31|145
728|32|145
729|33|145
730|34|145
731|35|145
732|36|145
733|37|145
734|38|145
735|1|146
736|2|146
737|3|146
738|4|146
739|5|146
740|6|146
741|7|146
742|8|146
743|9|146
744|10|146
745|11|146
746|12|146
747|13|146
748|14|146
749|15|146
750|16|146
751|17|146
752|18|146
753|19|146
754|20|146
755|21|146
756|22|146
757|23|146
758|24|146
759|25|146
760|26|146
761|27|146
762|1|147
763|2|147
764|3|147
765|4|147
766|5|147
767|6|147
768|7|147
769|8|147
770|9|147
771|10|147
772|1|148
773|2|148
774|3|148
775|4|148
776|5|148
777|6|148
778|7|148
779|8|148
780|9|148
781|10|148
782|11|148
783|12|148
784|1|149
785|2|149
786|3|149
787|4|149
788|5|149
789|6|149
790|1|150
791|2|150
792|3|150
793|4|150
794|5|150
795|6|150
796|7|150
797|8|150
798|9|150
799|1|151
800|2|151
801|3|151
802|4|151
803|5|151
804|6|151
805|7|151
806|8|151
807|9|151
808|1|152
809|2|152
810|3|152
811|4|152
812|5|152
813|6|152
814|1|153
815|2|153
816|3|153
817|4|153
818|5|153
819|6|153
820|7|153
821|8|153
822|1|154
823|2|154
824|3|154
825|4|154
826|5|154
827|6|154
828|7|154
829|8|154
830|9|154
831|10|154
832|11|154
833|12|154
834|13|154
835|14|154
836|15|154
837|16|154
838|1|155
839|2|155
840|3|155
841|4|155
842|5|155
843|6|155
844|7|155
845|1|156
846|2|156
847|3|156
848|4|156
849|5|156
850|1|157
851|2|157
852|3|157
853|4|157
854|5|157
855|6|157
856|7|157
857|1|158
858|2|158
859|3|158
860|1|159
861|2|159
862|3|159
863|4|159
864|5|159
865|6|159
866|1|160
867|2|160
868|3|160
869|4|160
870|5|160
871|6|160
872|7|160
873|8|160
874|9|160
875|10|160
876|1|161
877|2|161
878|1|162
879|2|162
880|3|162
881|4|162
882|5|162
883|6|162
884|7|162
885|8|162
886|9|162
887|10|162
888|11|162
889|12|162
890|13|162
891|14|162
892|15|162
893|16|162
894|17|162
895|18|162
896|19|162
897|20|162
898|21|162
899|22|162
900|23|162
901|24|162
902|25|162
903|26|162
904|27|162
905|28|162
906|29|162
907|30|162
908|31|162
909|32|162
910|33|162
911|34|162
912|1|163
913|2|163
914|3|163
915|4|163
916|5|163
917|6|163
918|7|163
919|8|163
920|9|163
921|10|163
922|11|163
923|12|163
924|13|163
925|14|163
926|1|164
927|2|164
928|3|164
929|1|165
930|2|165
931|3|165
932|4|165
933|5|165
934|6|165
935|7|165
936|1|166
937|2|166
938|3|166
939|4|166
940|1|167
941|2|167
942|3|167
943|4|167
944|5|167
945|6|167
946|7|167
947|8|167
948|9|167
949|1|168
950|2|168
951|3|168
952|4|168
953|5|168
954|6|168
955|7|168
956|8|168
957|9|168
958|10|168
959|1|170
960|2|170
961|3|170
962|1|171
963|2|171
964|3|171
965|4|171
966|5|171
967|6|171
968|7|171
969|1|172
970|2|172
971|3|172
972|4|172
973|5|172
974|6|172
975|1|173
976|2|173
977|3|173
978|4|173
979|5|173
980|6|173
981|7|173
982|8|173
983|1|174
984|2|174
985|3|174
986|4|174
987|5|174
988|6|174
989|1|175
990|2|175
991|3|175
992|4|175
993|5|175
994|6|175
995|7|175
996|8|175
997|9|175
998|10|175
999|11|175
1000|12|175
1001|13|175
1002|1|176
1003|2|176
1004|1|177
1005|2|177
1006|3|177
1007|4|177
1008|1|178
1009|2|178
1010|3|178
1011|4|178
1012|5|178
1013|6|178
1014|1|180
1015|2|180
1016|3|180
1017|4|180
1018|5|180
1019|6|180
1020|7|180
1021|8|180
1022|9|180
1023|10|180
1024|11|180
1025|12|180
1026|13|180
1027|14|180
1028|15|180
1029|16|180
1030|17|180
1031|18|180
1032|19|180
1033|20|180
1034|21|180
1035|22|180
1036|1|181
1037|2|181
1038|3|181
1039|4|181
1040|5|181
1041|6|181
1042|7|181
1043|8|181
1044|9|181
1045|10|181
1046|11|181
1047|12|181
1048|1|182
1049|2|182
1050|3|182
1051|4|182
1052|5|182
1053|6|182
1054|1|183
1055|2|183
1056|3|183
1057|4|183
1058|5|183
1059|1|184
1060|2|184
1061|3|184
1062|4|184
1063|5|184
1064|6|184
1065|7|184
1066|8|184
1067|9|184
1068|10|184
1069|11|184
1070|1|185
1071|2|185
1072|3|185
1073|4|185
1074|5|185
1075|6|185
1076|7|185
1077|8|185
1078|9|185
1079|10|185
1080|1|186
1081|2|186
1082|3|186
1083|4|186
1084|5|186
1085|6|186
1086|1|187
1087|2|187
1088|3|187
1089|4|187
1090|5|187
1091|1|188
1092|2|188
1093|3|188
1094|4|188
1095|5|188
1096|6|188
1097|1|189
1098|2|189
1099|3|189
1100|4|189
1101|5|189
1102|1|190
1103|2|190
1104|3|190
1105|4|190
1106|5|190
1107|1|191
1108|2|191
1109|3|191
1110|4|191
1111|5|191
1112|1|192
1113|2|192
1114|3|192
1115|1|193
1116|2|193
1117|3|193
1118|1|194
1119|2|194
1120|33|4284
1121|41|1266
1122|29|3943
1123|3|1520
1124|4|4156
1125|1|195
1126|1|196
1127|2|196
1128|1|197
1129|2|197
1130|3|197
1131|4|197
1132|1|198
1133|2|198
1134|3|198
1135|4|198
1136|5|198
1137|6|198
1138|7|198
1139|8|198
1140|9|198
1141|10|198
1142|11|198
1143|1|199
1144|2|199
1145|3|199
1146|1|200
1147|2|200
1148|3|200
1149|1|201
1150|2|201
1151|3|201
1152|4|201
1153|5|201
1154|6|201
1155|7|201
1156|8|201
1157|9|201
1158|10|201
1159|11|201
1160|12|201
1161|13|201
1162|14|201
1163|15|201
1164|24|1102
1165|150|4143
1166|4|1688
1167|25|1102
1168|26|1102
1169|1|202
1170|2|202
1171|6|4475
1172|11|334
1173|23|4290
1174|24|4290
1175|6|1014
1176|23|266
1177|25|1617
1178|26|1617
1179|27|1617
1180|3|2940
1181|1|371
1182|2|371
1183|3|1541
1184|3|1544
1185|11|3688
1186|12|4246
1187|3|1531
1188|19|4184
1189|7|4240
1190|2|1576
1191|2|1029
1192|3|1029
1193|14|3547
1194|15|3547
1195|14|3927
1196|1|372
1197|9|214
1198|1|203
1199|2|203
1200|3|203
1201|4|203
1202|5|203
1203|6|203
1204|7|203
1205|8|203
1206|1|204
1207|2|204
1208|3|204
1209|1|205
1210|2|205
1211|3|205
1212|4|205
1213|5|205
1214|6|205
1215|7|205
1216|8|205
1217|9|205
1218|10|205
1219|1|206
1220|1|207
1221|2|207
1222|3|207
1223|4|207
1224|1|208
1225|2|208
1226|3|208
1227|1|209
1228|2|209
1229|3|209
1230|4|209
1231|5|209
1232|6|209
1233|1|210
1234|2|210
1235|1|211
1236|2|211
1237|3|211
1238|1|215
1239|2|215
1240|1|216
1241|1|217
1242|2|217
1243|3|217
1244|4|217
1245|1|218
1246|1|219
1247|2|219
1248|3|219
1249|4|219
1250|1|220
1251|1|221
1252|2|221
1253|3|221
1254|4|221
1255|5|221
1256|6|221
1257|7|221
1258|8|221
1259|9|221
1260|10|221
1261|11|221
1262|12|221
1263|13|221
1264|14|221
1265|15|221
1266|16|221
1267|17|221
1268|18|221
1269|19|221
1270|20|221
1271|21|221
1272|22|221
1273|23|221
1274|24|221
1275|1|222
1276|2|222
1277|3|222
1278|4|222
1279|5|222
1280|6|222
1281|1|224
1282|2|224
1283|1|225
1284|2|225
1285|3|225
1286|1|226
1287|1|227
1288|2|227
1289|1|228
1290|2|228
1291|1|229
1292|2|229
1293|3|229
1294|4|229
1295|5|229
1296|6|229
1297|7|229
1298|8|229
1299|9|229
1300|10|229
1301|11|229
1302|12|229
1303|13|229
1304|1|230
1305|2|230
1306|1|231
1307|2|231
1308|3|231
1309|4|231
1310|5|231
1311|1|232
1312|2|232
1313|1|233
1314|2|233
1315|3|233
1316|10|3999
1317|140|4298
1318|128|4143
1319|6|46
1320|1|235
1321|31|4284
1322|16|3624
1323|10|2425
1324|18|4300
1325|125|4143
1326|11|4400
1327|20|4300
1328|21|4300
1329|22|4300
1330|23|4300
1331|16|4377
1332|11|1952
1333|14|3283
1334|15|3283
1335|4|1068
1336|18|4192
1337|131|4296
1338|194|4293
1339|3|4410
1340|4|4410
1341|4|2351
1342|5|2351
1343|6|2351
1344|7|2351
1345|8|2351
1346|9|2351
1347|10|2351
1348|11|2351
1349|12|2351
1350|28|3943
1351|125|4296
1352|126|4143
1353|144|4143
1354|186|4282
1355|25|3014
1356|26|3014
1357|1|271
1358|2|271
1359|3|271
1360|1|272
1361|2|272
1362|3|272
1363|4|272
1364|4|271
1365|5|271
1366|6|271
1367|1|274
1368|2|274
1369|3|274
1370|12|1029
1371|5|490
1372|28|2447
1373|29|2447
1374|127|4143
1375|3|4277
1376|38|1266
1377|39|1266
1378|31|1660
1379|32|1660
1380|33|1660
1381|34|1660
1382|35|1660
1383|36|1660
1384|1|62
1385|2|62
1386|3|62
1387|4|62
1388|5|62
1389|3|4466
1390|3|4444
1391|4|4444
1392|5|4444
1393|6|4444
1394|7|4444
1395|8|4444
1396|9|4444
1397|10|4444
1398|4|3275
1399|3|3973
1400|4|3973
1401|1|234
1402|2|234
1403|2|235
1404|3|235
1405|4|235
1406|5|235
1407|1|236
1408|2|236
1409|3|236
1410|4|236
1411|5|236
1412|129|4143
1413|4|66
1414|20|4152
1415|18|2703
1416|189|4293
1417|11|3999
1418|13|918
1419|4|128
1420|182|4282
1421|4|1999
1422|42|577
1423|126|4296
1424|23|4182
1425|24|4182
1426|25|4182
1427|26|4182
1428|11|3075
1429|3|4259
1430|1|79
1431|4|1523
1432|5|1523
1433|9|2419
1434|22|3676
1435|4|2422
1436|5|2422
1437|23|3676
1438|10|2419
1439|24|3676
1440|25|3676
1441|26|3676
1442|27|3676
1443|12|3999
1444|4|2339
1445|141|4298
1446|190|4293
1447|183|4282
1448|127|4296
1449|130|4143
1450|5|2339
1451|131|4143
1452|1|237
1453|2|237
1454|3|237
1455|4|237
1456|40|1266
1457|17|3624
1458|10|3695
1459|11|3695
1460|12|3695
1461|18|3624
1462|19|3624
1463|3|479
1464|16|2270
1465|17|2270
1466|18|2270
1467|22|4073
1468|5|2408
1469|6|2408
1470|1|239
1471|2|239
1472|3|239
1473|4|239
1474|1|240
1475|2|240
1476|3|4474
1477|43|577
1478|24|3014
1479|18|4290
1480|6|1468
1481|3|4156
1482|19|4300
1483|13|4209
1484|4|192
1485|191|4293
1486|184|4282
1487|1|243
1488|2|243
1489|1|244
1490|2|244
1491|13|864
1492|44|577
1493|4|3966
1494|5|3966
1495|12|3075
1496|13|3075
1497|13|2686
1498|19|2703
1499|3|4434
1500|1|245
1501|2|245
1502|3|245
1503|4|245
1504|27|4182
1505|5|245
1506|6|245
1507|7|245
1508|8|245
1509|9|245
1510|3|4445
1511|4|4445
1512|3|4421
1513|4|4421
1514|2|195
1515|3|2810
1516|7|4217
1517|1|214
1518|2|214
1519|3|214
1520|4|214
1521|5|214
1522|6|214
1523|128|4296
1524|132|4143
1525|5|2553
1526|1|246
1527|2|246
1528|3|246
1529|4|246
1530|5|246
1531|6|246
1532|7|246
1533|8|246
1534|9|246
1535|10|246
1536|11|246
1537|12|246
1538|133|4143
1539|134|4143
1540|135|4143
1541|136|4143
1542|137|4143
1543|138|4143
1544|139|4143
1545|11|3683
1546|12|3683
1547|13|3683
1548|14|3683
1549|11|4137
1550|4|4467
1551|23|2447
1552|24|2447
1553|6|1523
1554|20|2703
1555|21|2703
1556|5|202
1557|140|4143
1558|23|3795
1559|4|1486
1560|5|3581
1561|6|3581
1562|7|3581
1563|7|3463
1564|1|280
1565|1|281
1566|2|281
1567|3|281
1568|4|281
1569|5|281
1570|6|281
1571|7|3629
1572|31|1449
1573|14|3075
1574|1|282
1575|2|282
1576|1|283
1577|2|283
1578|8|4304
1579|2|3678
1580|6|2422
1581|187|4282
1582|145|4143
1583|132|4296
1584|145|4298
1585|6|1593
1586|14|4209
1587|7|214
1588|8|214
1589|30|4307
1590|1|247
1591|2|247
1592|3|247
1593|4|247
1594|5|247
1595|6|247
1596|7|247
1597|8|247
1598|9|247
1599|1|248
1600|2|248
1601|3|248
1602|4|248
1603|1|249
1604|1|250
1605|2|250
1606|3|250
1607|1|251
1608|1|252
1609|1|253
1610|1|254
1611|2|254
1612|3|254
1613|4|254
1614|12|1015
1615|13|1015
1616|5|3315
1617|5|1526
1618|6|1526
1619|4|3543
1620|5|3543
1621|4|3306
1622|13|3548
1623|4|3541
1624|4|3304
1625|5|3318
1626|11|3547
1627|12|1604
1628|1|256
1629|2|256
1630|1|257
1631|2|257
1632|5|3736
1633|6|3736
1634|4|3739
1635|9|1679
1636|5|3541
1637|1|4409
1638|2|4409
1639|141|4143
1640|6|4242
1641|5|3739
1642|25|2447
1643|26|2447
1644|27|2447
1645|5|4164
1646|45|577
1647|46|577
1648|143|4143
1649|11|3912
1650|3|4404
1651|19|1019
1652|4|225
1653|1|284
1654|1|285
1655|1|275
1656|2|275
1657|3|275
1658|1|276
1659|2|276
1660|3|276
1661|1|277
1662|2|277
1663|3|277
1664|1|278
1665|2|278
1666|3|278
1667|4|278
1668|5|278
1669|6|278
1670|1|279
1671|2|279
1672|12|3547
1673|13|3547
1674|5|1745
1675|6|1745
1676|1|258
1677|2|258
1678|3|258
1679|4|258
1680|1|259
1681|2|259
1682|5|3740
1683|6|3740
1684|142|4143
1685|6|3792
1686|47|2907
1687|48|2907
1688|3|1538
1689|2|1897
1690|4|3913
1691|4|3590
1692|6|3597
1693|7|3597
1694|3|279
1695|24|748
1696|26|2791
1697|13|1503
1698|3|4438
1699|12|4400
1700|13|246
1701|67|2759
1702|68|2759
1703|69|2759
1704|70|2759
1705|71|2759
1706|72|2759
1707|73|2759
1708|74|2759
1709|1|260
1710|1|273
1711|3|4437
1712|142|4298
1713|28|4182
1714|29|4182
1715|129|4296
1716|3|4279
1717|130|4296
1718|34|4283
1719|1|4172
1720|9|321
1721|10|321
1722|2|4366
1723|11|321
1724|6|3781
1725|12|1741
1726|13|1741
1727|1|263
1728|2|263
1729|1|264
1730|2|264
1731|3|264
1732|4|264
1733|3|4172
1734|185|4282
1735|192|4293
1736|5|3320
1737|1|267
1738|2|267
1739|3|267
1740|4|267
1741|1|268
1742|2|268
1743|3|268
1744|4|268
1745|3|4212
1746|3|1621
1747|5|1960
1748|3|1968
1749|13|4400
1750|10|3459
1751|5|3973
1752|6|3973
1753|1|269
1754|2|269
1755|3|269
1756|4|269
1757|30|4182
1758|31|4182
1759|5|264
1760|6|264
1761|7|264
1762|4|4212
1763|5|4212
1764|2|273
1765|32|4182
1766|33|4182
1767|34|4182
1768|35|4182
1769|36|4182
1770|37|4182
1771|38|4182
1772|39|4182
1773|40|4182
1774|41|4182
1775|42|4182
1776|43|4182
1777|44|4182
1778|45|4182
1779|46|4182
1780|47|4182
1781|48|4182
1782|1|490
1783|2|490
1784|4|4438
1785|3|4
1786|3|4425
1787|3|1498
1788|3|1964
1789|15|703
1790|16|703
1791|17|703
1792|20|766
1793|21|766
1794|22|766
1795|31|4307
1796|32|4307
1797|33|4307
1798|1|3952
1799|32|4284
1800|47|2764
1801|20|1102
1802|21|1102
1803|22|1102
1804|4|578
1805|34|4307
1806|8|4153
1807|4|106
1808|6|4212
1809|193|4293
1810|143|4298
1811|144|4298
1812|37|1660
1813|17|2580
1814|2|2381
1815|2|4404
1816|30|636
1817|2|285
1818|5|3546
1819|3|285
1820|1|287
1821|2|287
1822|3|287
1823|1|288
1824|4|279
1825|5|279
1826|6|279
1827|2|288
1828|3|288
1829|4|288
1830|5|288
1831|1|289
1832|2|289
1833|2|4256
1834|14|4266
1835|15|4266
1836|1|290
1837|2|290
1838|10|3497
1839|2|4432
1840|37|284
1841|38|284
1842|39|284
1843|4|287
1844|19|4290
1845|3|290
1846|4|290
1847|5|290
1848|6|290
1849|7|290
1850|146|4143
1851|18|2580
1852|19|2580
1853|4|4195
1854|4|284
1855|5|284
1856|6|284
1857|7|284
1858|8|284
1859|9|284
1860|10|284
1861|11|284
1862|12|284
1863|13|284
1864|14|284
1865|15|284
1866|16|284
1867|17|284
1868|18|284
1869|19|284
1870|20|284
1871|21|284
1872|1|255
1873|2|255
1874|1|265
1875|2|265
1876|1|286
1877|2|286
1878|22|284
1879|23|284
1880|24|284
1881|25|284
1882|26|284
1883|27|284
1884|28|284
1885|29|284
1886|30|284
1887|31|284
1888|32|284
1889|33|284
1890|34|284
1891|35|284
1892|36|284
1893|40|284
1894|7|46
1895|8|46
1896|9|46
1897|5|287
1898|1|291
1899|2|291
1900|1|297
1901|2|297
1902|1|293
1903|2|293
1904|1|294
1905|2|294
1906|1|295
1907|2|295
1908|1|296
1909|2|296
1910|3|296
1911|4|296
1912|5|296
1913|6|296
1914|7|296
1915|8|296
1916|9|296
1917|10|296
1918|11|296
1919|12|296
1920|13|296
1921|14|296
1922|15|296
1923|16|296
1924|17|296
1925|18|296
1926|19|296
1927|20|296
1928|3|295
1929|4|295
1930|5|295
1931|6|295
1932|7|295
1933|8|295
1934|9|295
1935|10|295
1936|11|295
1937|12|295
1938|13|295
1939|14|295
1940|15|295
1941|16|295
1942|17|295
1943|18|295
1944|19|295
1945|20|295
1946|21|295
1947|22|295
1948|23|295
1949|1|298
1950|2|298
1951|1|299
1952|2|299
1953|1|300
1954|2|300
1955|1|302
1956|2|302
1957|1|303
1958|2|303
1959|1|304
1960|2|304
1961|24|295
1962|25|295
1963|1|306
1964|2|306
1965|1|307
1966|2|307
1967|1|308
1968|2|308
1969|1|309
1970|2|309
1971|1|310
1972|2|310
1973|26|295
1974|27|295
1975|5|3742
1976|28|295
1977|1|301
1978|2|301
1979|3|301
1980|4|301
1981|5|301
1982|2|1586
1983|3|1586
1984|1|305
1985|2|305
1986|3|305
1987|4|305
1988|1|292
1989|2|292
1990|1|313
1991|2|313
1992|1|312
1993|2|312
1994|3|312
1995|1|314
1996|2|314
1997|3|314
1998|4|314
1999|3|292
2000|4|292
2001|5|292
2002|6|292
2003|7|292
2004|8|292
2005|9|292
2006|10|292
2007|11|292
2008|12|292
2009|13|292
2010|14|292
2011|15|292
2012|16|292
2013|17|292
2014|18|292
2015|19|292
2016|20|292
2017|21|292
2018|22|292
2019|23|292
2020|24|292
2021|25|292
2022|26|292
2023|27|292
2024|28|292
2025|29|292
2026|30|292
2027|31|292
2028|32|292
2029|33|292
2030|34|292
2031|35|292
2032|36|292
2033|37|292
2034|38|292
2035|39|292
2036|40|292
2037|41|292
2038|42|292
2039|43|292
2040|44|292
2041|45|292
2042|46|292
2043|47|292
2044|48|292
2045|49|292
2046|50|292
2047|51|292
2048|52|292
2049|53|292
2050|54|292
2051|55|292
2052|56|292
2053|57|292
2054|58|292
2055|59|292
2056|60|292
2057|61|292
2058|62|292
2059|63|292
2060|64|292
2061|65|292
2062|66|292
2063|67|292
2064|68|292
2065|69|292
2066|70|292
2067|71|292
2068|72|292
2069|73|292
2070|74|292
2071|75|292
2072|76|292
2073|77|292
2074|78|292
2075|79|292
2076|80|292
2077|81|292
2078|82|292
2079|83|292
2080|84|292
2081|85|292
2082|86|292
2083|87|292
2084|88|292
2085|89|292
2086|90|292
2087|91|292
2088|92|292
2089|93|292
2090|94|292
2091|95|292
2092|96|292
2093|97|292
2094|98|292
2095|99|292
2096|100|292
2097|101|292
2098|102|292
2099|103|292
2100|104|292
2101|105|292
2102|106|292
2103|107|292
2104|108|292
2105|109|292
2106|110|292
2107|111|292
2108|112|292
2109|113|292
2110|114|292
2111|115|292
2112|116|292
2113|117|292
2114|118|292
2115|119|292
2116|120|292
2117|121|292
2118|122|292
2119|123|292
2120|124|292
2121|125|292
2122|126|292
2123|127|292
2124|128|292
2125|129|292
2126|130|292
2127|131|292
2128|132|292
2129|133|292
2130|134|292
2131|135|292
2132|136|292
2133|137|292
2134|138|292
2135|139|292
2136|140|292
2137|141|292
2138|142|292
2139|143|292
2140|144|292
2141|145|292
2142|146|292
2143|147|292
2144|148|292
2145|149|292
2146|150|292
2147|151|292
2148|152|292
2149|153|292
2150|2|4141
2151|3|291
2152|4|291
2153|5|291
2154|6|291
2155|7|291
2156|8|291
2157|9|291
2158|10|291
