ID|CODE|MANU_INFO|DESCRIPTION|BUILDINGID
3468|1393|1393|WHM 203, NEW DIALERS|67
3469|706|706|WMC BACKSTAGE PUNCHBLOCKS|14
3470|D503  (FA)|D503|FINE ARTS STUDIO 101 FILE|13
3471|HON350|HUDSON|AUDITORIUM WIG ROOM FILE CAB|16
3472|2082  (SC)|FORT LOCK|SOCIAL PARLOR BALL DISPENSER|14
3473|T597  (AL)|T597|ALUMNI OFFICE 46 FILE CABINET|37
3474|T597  (AD)|T597|DEAN OF MEN FILE CABINET|3
3475|T597  (OA)|T597|PRESS ANNEX FILE CABINET|40
3476|C574A (AC)|266|ACADEMY LIBRARY BOOK DROP|62
3477|C017A (AD)|66224|DEAN OF RELIGION SEC DESK|3
3478|FL10 (CDC)|A2523B|CHILD DEVELOPMENT CENTER|5
3479|C515A  (R)|2264|UNUSUAL FILMS OFFICE DESK|16
3480|HON107 (G)|ESP|GFA DESK, L JONES|150
3481|HON107 (A)|ESP|AUDITORIUM COSTUME ROOM FILE|16
3482|CORBIN A|CORBIN|IBM CLOCK CABINET|67
3483|DF35|DF35|JUNIOR HIGH PRINCIPAL'S DESK|59
3484|HL300 (CG)|HUDSON|COGEN CABINET|34
3485|C009A|64646|LINC DESK|47
3486|619|619|CDC CASH BOX|6
3487|K465|WONDERLOCK|SCIENCE PREMED BULLETIN BOARD|18
3488|HON357 (F)|HUDSON|SPEECH OFFICE 216 FILE CAB|13
3489|C070A|22442|ALUMNI ASSO DISPLAY BOARD|37
3490|1101X|CHICAGO|MALL GATE MOTOR BOX - OLD NIU|66
3491|C183A  (H)|42442|HOSPITAL, OR NARCOTICS BOX|20
3492|RO1|RO1|UNUSUAL FILMS OFFICE DESK|16
3493|HON416|HUDSON|PRESS FILE CABINET|40
3494|HON409|HUDSON|PRESS FILE CABINET|40
3495|HON101 (M)|ESP|WHM 111, PUBLIC SAFETY DESK|67
3496|K464|WONDERLOCK|SCIENCE PREMED BULLETIN BOARD|18
3497|RDO15|NATIONAL|SCIENCE CHEMISTRY CABINETS|18
3498|915|NATIONAL|SCIENCE VIDEO EQUIPMENT|18
3499|GF654|YALE|RECORDS OFFICE DESK, GLENNING|3
3500|GF643|YALE|RECORDS OFFICE DESK, T-SCRIPT|3
3501|EL1|LK44355X|WHM 105, ELECTRICAL SHOP|67
3502|P255|MASTER|LOCKOUT PADLOCK|67
3503|P238|MASTER|LOCKOUT PADLOCK|67
3504|LX43|51155|LOCKOUT PADLOCK|67
3505|LX44|2617|LOCKOUT PADLOCK|67
3506|AAA6|LA74749|ADMINISTRATION LOBBY CLOSET|3
3507|SSM2|LK65274|PRESS WAREHOUSE|23
3508|HON373|HUDSON|BJES BEGINNINGS CENTER FILE|48
3509|ER8|LA94943|REVEAL AIR HANDLER ROOMS|30
3510|CL|LA36749|CLEANERS MASTER KEY|24
3511|CL01|LA56749|CLEANERS MANAGER'S OFFICE|24
3512|CL02|LA76749|CLEANERS ALTERATIONS DEPT|24
3513|AAE10|A2803R|ADMIN, NOT IN USE AT PRESENT|3
3514|GGM9|A1634S|WHM 204, INFORMATION SERVICES|139
3515|HON324|HUDSON|ANNEX ACAD OF HOME ED FILE|40
3516|500|6024|SNACK SHOP REGISTER DRAWERS|14
3517|JW73|LB14705|CVA APARTMENT A-502|39
3518|JW74|LB94705|CVA APARTMENT A-504|39
3519|HC042|HCO42|PRESS WAREHOUSE KEY CABINET|23
3520|P656|MASTER|LOCKOUT PADLOCK|67
3521|C611A|446|CABINET SHOP WORK STATION S-6|44
3522|P740|MASTER|LOCKOUT PADLOCK|67
3523|C199A|44624|CABINET SHOP WORK STATION S-5|44
3524|JW39|LB92705|CVA APARTMENT A-405|39
3525|JW40|LB12705|CVA APARTMENT A-404|39
3526|JW42|LB72105|CVA APARTMENT A-402|39
3527|JW43|LB92105|CVA APARTMENT A-304|39
3528|JW44|LB12105|CVA APARTMENT A-305|39
3529|LX45|45546|LOCKOUT PADLOCK|67
3530|FH212|LC12169|115-A WHITE OAK DRIVE|139
3531|FO16|LA12745|SIDDONS ROOM 226|7
3532|FO19|LA92945|SIDDONS ROOM 227|7
3533|FO20|LA12945|SIDDONS ROOM 234|7
3534|GFO21|LA52145|Gaston 314|8
3535|GFO22|LA72145|gaston 301|8
3536|FO23|LA92145|SIDDONS ROOM 219|7
3537|GFO24|LA12145|gaston 316|8
3538|FO25|LA52345|SIDDONS ROOM 229|7
3539|GFO26|LA72345|Gaston 315|8
3540|GFO27|LA92345|Gaston 302|8
3541|FO28|LA12345|gaston 305|7
3542|GFO29|LA54745|Gaston 313|8
3543|FO30|LA74745|SIDDONS ROOM 224|7
3544|FO31|LA94745|SIDDONS ROOM 235|7
3545|FO32|LA14745|SIDDONS ROOM 231|7
3546|FO33|LA54945|gaston 303|8
3547|GFO34|LA74945|GASTON 318|8
3548|FO35|LA94945|SIDDONS APARTMENT 3|7
3549|FO36|LA14945|SIDDONS APARTMENT 1|7
3550|FO37|LA54145|SIDDONS APARTMENT 8|7
3551|3GGP|A1334B|POST OFFICE SORTING AREA DORM|14
3552|GFO39|LA94145|GASTON 317|8
3553|AJS14|A2625Q|APPLIED STUDIES OFFICE B|25
3554|GFO41|LA54345|GASTON 319|8
3555|MM778|MM778|WHM C18 SECRETARY'S DESK|68
3556|MD1|MILLER|WHM 211 SECRETARY'S DESK|68
3557|JAA117|LA54769|UP APARTMENT  41|55
3558|LX46|66254|LOCKOUT PADLOCK|
3559|P206|MASTER|LOCKOUT PADLOCK|16
3560|P212|MASTER|LOCKOUT PADLOCK|16
3561|HON330|HUDSON|LINC FILE CABINET|47
3562|C084A|22424|ADMIN CREDIT MANAGER DESK|3
3563|C059A|46422|SCIENCE HOME ECONOMICS CABS|18
3564|JW113|LB56105|CVA APARTMENT A-501|39
3565|JAA151|LA98769|UP APARTMENTS LAUNDRY ROOMS|55
3566|ML47|52741|LIBRARY BIBLE DISPLAY PADLOCK|36
3567|ESCO5|E832985|SHEPHERDS CARE KITCHEN OFFICE|
3568|C600A|44466|REVEAL COMPUTER POWER BOXES|30
3569|FO38|LA74145|SIDDONS APARTMENT 4|7
3570|107R|ESP|PUBLIC SAFETY OFFICE DESK|40
3571|102|FORT 55311|GYM PA SYSTEM CONTROL BOX|21
3572|JAA153|LA58969|UP APARTMENT   9        (GFA)|55
3573|FR306  (M)|CHICAGO|WHM 208, PRESS TESTING DESK|67
3574|FR324|CHICAGO|WHM 208, PRESS TESTING DESK|67
3575|FR336|CHICAGO|WHM 208, PRESS TESTING DESK|67
3576|GB8|LA18389|GARRETT 210-D (UPSTAIRS)|150
3577|GB9|LA98389|GARRETT 210-D OFFICE|150
3578|X2GGP|A1322B|POST OFFICE LOBBY|14
3579|1GGP|A1312B|POST OFFICE SORTING AREA MAIN|14
3580|132R|ESP|ANNEX PUBLIC SAFETY FILE CAB|40
3581|GFO51|LA76145|gaston 306|8
3582|FO52|LA96145|SIDDONS ROOM 201|7
3583|HON339|HUDSON|ED TECH FILE CABINET|47
3584|C390A  (L)|40200|LINC DESK|47
3585|558654|LB558654|COGEN WATER VALVE PADLOCK|34
3586|ACM38|A2607D|ACADEMY OFFICE M-5 & M-7|62
3587|FA267|LC94985|FINE ARTS SPEECH OFFICE 316|13
3588|FA268|LC74985|FINE ARTS SPEECH OFFICE 306|13
3589|FA269|LC94985|FINE ARTS SPEECH OFFICE 308|13
3590|FA270|LC14985|FINE ARTS SPEECH OFFICE 313|13
3591|FA271|LC54185|FINE ARTS SPEECH OFFICE 314|13
3592|FA272|LC74185|FINE ARTS SPEECH OFFICE 315|13
3593|FA273|LC94185|FINE ARTS SPEECH OFFICE 317|13
3594|FA274|LC14185|FINE ARTS SPEECH OFFICE 304|13
3595|FA275|LC54385|FINE ARTS SPEECH OFFICE 214|13
3596|FA276|LC74385|FINE ARTS SPEECH OFFICE 216|13
3597|FA277|LC94385|FINE ARTS SPEECH OFFICE 215|13
3598|209R|NATIONAL|IT FILE CABINET, SEIGWORTH|67
3599|C631A|42464|BUSINESS OFFICE CASH DRAWERS|3
3600|92304|EUROLOCKS|PRINT SHOP PRINTER DESK|23
3601|FA278|LC14385|FINE ARTS STUDIO 222 and 117|13
3602|C632A|42220|FINE ARTS ROOM 301 CABINETS|13
3603|136R|ESP|IT OFFICE DESK|67
3604|7MA|MEDECO|CVA ELEVATOR CONTRIBUTION BOX|39
3605|C063A  (N)|42462|GRACE HAIGHT DESK|4
3606|D593|AMERICAN|AMERICAN PADLOCK MASTERKEY|66
3607|XHL73|XHL73|LIBRARY TEST SERVICE DESK|36
3608|1345|1345|IT MONEY BOX|67
3609|C022A|66464|FINE ARTS OFFICE 315 CABINETS|13
3610|C025A|66626|FINE ARTS MUSIC LIB CASH DR|13
3611|C029A|62262|FINE ARTS SPEECH OFF 304 DESK|13
3612|AJS21|LB52783|SAS CULINARY ARTS MONITOR KEY|26
3613|17021|17021|NOTIFIER ALARM PANELS|67
3614|X32|LA45484X|barge science office 109|20
3615|201R|ESP|FINE ARTS FILE CABINET|13
3616|514|ILCO|SEMINARY SECRETARY DESK|67
3617|BP685|23134|SAS TRADES CABINET|47
3618|C032A|62222|ANNEX DORM RESERVATIONS CAB|40
3619|C034A|26222|FINE ARTS ART AGENCY CABINET|13
3620|C035A|26226|DINING COMMON OFFICE CAB|159
3621|7|7|REVEAL STUDENT A&O FILE|30
3622|PR20|LA78185|WHM 207 OVIATT STORAGE ROOM|67
3623|FH264|LC18369|111 STADIUM VIEW DRIVE|121
3624|TMK|PH478503|TOP MASTER KEY PRIMUS SYSTEM|67
3625|F344|MASTER|ACAD MUSIC LOCKER MASTER|63
3626|ESC06|E032985|SHEPHERDS CARE CUSTODIAL|
3627|C037A|26262|FINE ARTS ORCHESTRA CABINETS|13
3628|C039A|26622|FINE ARTS INSTRUMENT REPAIR|13
3629|FA279|LC56785|FINE ARTS INSTRUMENT REPAIR|13
3630|FA280|LC76785|FINE ARTS STUDIO 122|13
3631|FR319|CHICAGO|WHM 204 IT DESK|67
3632|FR370  (M)|CHICAGO|WHM 204 IT DESK|67
3633|117R   (S)|ESP|TOURS DESK (HUFFSTUTLER)|14
3634|HON317|HUDSON|WHM 108 FILE CABINET, JONES|67
3635|HN23|LB52743|BROKENSHIRE ROOM 108|31
3636|HN24|LB72743|BROKENSHIRE ROOM 117|31
3637|HN25|LB92743|BROKENSHIRE ROOM 106|31
3638|HN26|LB12743|BROKENSHIRE ROOM 115|31
3639|HN27|LB52943|BROKENSHIRE ROOM 119|31
3640|HN28|LB72943|BROKENSHIRE ROOM 105|31
3641|HN29|LB92943|BROKENSHIRE ROOM 116|31
3642|HN30|LB12943|BROKENSHIRE ROOM 107|31
3643|HN31|LB52143|BROKENSHIRE ROOM 118|31
3644|PUB6|LA92703|HAIGHT PUBLIC SAFETY STORAGE|4
3645|AJSC|LB32783|SAS CULINARY ARTS MASTER|26
3646|AA242|AA242|M&G @BJU FILE CAB(DIRECTOR)|12
3647|105    (A)|ESP|ANNEX HUMAN RESOURSES DESK|40
3648|160R|ESP|FINE ARTS OFFICE 316 FILE CAB|13
3649|199R|ESP|FINE ARTS RTV FILE CABINET|13
3650|131R|ESP|HOME EC FILE CABINET|18
3651|T50|T50|WHM 207 DESK DRAWER|67
3652|C582A|22666|FINE ARTS STUDIO 145 CABINET|13
3653|P460|MASTER|FMA FOUNTAIN CONTROL SWITCH|49
3654|92239|CUTLER HAM|PRESS WAREHOUSE OVERHEAD DOOR|47
3655|C101A|46642|SEMINARY&SCIENCE COMP. DESKS credenza|157
3656|ML62|12767|WHM RAILING PADLOCKS|68
3657|FR413  (G)|331533|GARRETT GFA FILE CABINET|150
3658|MM837|MM837|ACADEMY M-1 DESK|62
3659|BER 68|LB74943|BROKENSHIRE 309|31
3660|C518A  (A)|2246|ALUMNI OFFICE 89 DESK|37
3661|KHC602|KASON|SNACK SHOP OUTSIDE COOLER|14
3662|CAB|SANDUSKY|FINE ARTS ROOM 19 FILE CAB|13
3663|HMV10|CHICAGO|LARGE DRYERS|39
3664|FJ13|LA98145|SUNDAY CHECKOUT DESK AREA|10
3665|FJ14|LA18145|SUNDAY DORM SUPERVISOR APT|10
3666|172N|STEEL CASE|ALUMNI OFFICE 53 FILE CABINET|37
3667|4027|CRAFTSMAN|JONES TOOL BOX|47
3668|3040|CRAFTSMAN|JONES TOOL BOX|47
3669|PS18|LK52169|PRINT SHOP HENSLEY'S OFFICE|23
3670|KCH602|KCH602|SNACK SHOP OUTSIDE COOLER|14
3671|BER57|LA16143|BROKENSHIRE 316|31
3672|A4|PC478583|WHM 204 IT ENTRANCE|67
3673|SSM1A|LG65674|LINC CONTROL ROOM SPECIAL KEY|47
3674|ER2|A1917Y|Reveal IT connection|30
3675|GM21|LB98749|GROUNDS MAINTENANCE EXTERIOR|49
3676|GM22|LB58749|GROUNDS MAINTENANCE EQUIPMENT|49
3677|GM23|LB18749|GROUNDS MAINTENANCE WILLSON|49
3678|GM24|LB18149|GROUNDS MAINTENANCE RAEL OFF|49
3679|GM25|LB38749|GROUNDS MAINTENANCE SUBMASTER|49
3680|C143A|20200|SAS TRADE VERSNICK DESK|47
3681|SMK1|PC548530|PUBLIC SAFETY STORAGE|40
3682|H1337|SCHROEDER|BUSINESS OFFICE FAF FILE|3
3683|ML79|54141|PLUMBING STOREROOM|
3684|FA281|LC96785|Fine arts 311 debate room|13
3685|150R|ESP|WHM CABINET OR DESK|68
3686|HON157|ESP|WHM CABINET OR DESK|68
3687|MRN5P|MRN5P|ALUMNI CHAIR LIFT CONTROL BOX|37
3688|C047A|62626|BELLIS COPY CENTER DRAWERS|37
3689|ML73|14747|AUTO SHOP PAD LOCKS|149
3690|AL45|LB56985|HUMAN RESOURSES ID CARD ROOM|40
3691|C055A|44662|COGGINS OFFICE DRAWERS|67
3692|E040A|20444|COGGINS MASTER|67
3693|HON415|HUDSON|HUMAN RESOURSES FILE CABINET|40
3694|319||SOCIAL PARLOR POOL TABLE|14
3695|ML40|12741|SAS AUTO SHOP GARAGE DOOR|
3696|116R|ESP|ADMIN CAROL TERRY'S DESK|3
3697|119E||DESK KEY|3
3698|127E|ESP|PUBLIC LIASON DESK/B.O. DESK|40
3699|103R|ESP|WHM 212 PRESS DESK KEY|68
3700|228B||MASONARY TRUCK TOOL BOX|
3701|BP664|24222|SMITH CCTV CABINET|32
3702|BP619|12242|SUNDAY CCTV CABINET|10
3703|BP618|12144|REVEAL CCTV CABINET|30
3704|BP505|12241|MACK CCTV CABINET|9
3705|BP550|24342|SIDDONS CCTV CABINETS|7
3706|BP564|32241|CREEL CCTV CABINET|11
3707|RL41|EDSAL|JOHNSON CCTV CABINET|29
3708|150000|150000|GASTON CCTV CABINET|8
3709|ML74|54147|SAS CARPENTRY ROLL-UP DOORS|25
3710|BP660|23343|GRAVES CCTV CABINET|33
3711|MCFA|LB92749|WHM ASBESTOS ROOM-NIU|68
3712|C058A|46426|ACADEMY GYM EQUIPMENT RM CAB|26
3713|76P230|EAGLE|ACADEMY BROWN CABINETS|64
3714|76P231|EAGLE|ACADEMY BROWN CABINETS|64
3715|CH520|ILCO|TRUCK TOOL BOX|67
3716|HON107 (M)||GFA DESK|150
3717|LL228||GFA DESK|150
3718|BH015||ACADEMY MAIN BULLETIN BOARD|62
3719|102T||ACACDEMY DESKS|62
3720|3006||BARGE CRASH CART|20
3721|LL120||UNIVERSITY GYM GIRLS PEEP BOX|21
3722|54G293||UNIVERSITY GYM MESSAGE BOARDS|21
3723|4707||BARGE KITCHEN PANTRY|20
3724|10L359|MASTER|BMA CAMP GATE PADLOCKS|2
3725|C065A|62446|M&G @BJU DISPLAY CABINET|12
3726|54G217||ADMINISTRATION|3
3727|AA213||M&G @ BJU FILE CABINET|12
3728|LLK14||M&G @ BJU DESK KEY|12
3729|126N||SEMINARY RESEARCH RM FILE CAB|157
3730|115R|ESP|WHM CABINET OR DESK/FA 235|68
3731|141R|ESP|WHM CABINET OR DESK|68
3732|AAAA4|PC696725|SYSTEMS INTEGRATION OFFICE|67
3733|48279|BALDWIN|417 LIBRARY DRIVE|35
3734|WDD1|ACE|FUEL PUMP RECEIPT DISPENSER|67
3735|1290|CHICAGO|FUEL PUMP SIDES|67
3736|BER 60|LB72143|BROKENSHIRE 301|31
3737|BER 61|LB92143|BROKENSHIRE 302|31
3738|BER 62|LB12143|BROKENSHIRE  303|31
3739|BER 63|LB52343|BROKENSHIRE 304|31
3740|BER 64|LB72343|BROKENSHIRE 305|31
3741|BER 65|LB92343|BROKENSHIRE 306|31
3742|BER 66|LB12343|BROKENSHIRE 307|31
3743|BER 67|LB54743|BROKENSHIRE 308|31
3744|HON107|ESP|IT REVEAL FILE CABINET|30
3745|ABAA2|PC692727|UNUSUAL TOURS DIRECTOR OFFICE|14
3746|1026X|553513|MALL GATE MOTOR BOX|66
3747|ACAB1|PC610729|RODEHEAVER EXTERIOR DOORS|16
3748|SC133||SAFETY SERVICES CABINET|40
3749|FH269|LC52963|27 PROF'S PLACE|95
3750|EG14|LB14743|Ironside SUPERVISOR APARTMENT|33
3751|EG13|LB54943|Ironside SUPERVISOR OFFICE|33
3752|CST4|LB14943|DORM CUSTODIAL CLOSETS|31
3753|C417A|4624|CABINET AND CREDENZA|51
3754|4110PO|BOMMER|UP APARTMENT 1 MAILBOX|55
3755|4021PO|BOMMER|UP APARTMENT 2 MAILBOX|55
3756|135E|HON|FINE ARTS DESK|13
3757|4002PO|BOMMER|UP APARTMENT 3 MAILBOX|55
3758|284|7845|UNIVERSITY GYM CUST. KEY BOX|21
3759|101T|11113|BELLIS COPY CENTER CABINETS|37
3760|BH541|BOMMER|CVA APARTMENT       MAILBOX|39
3761|P491|MASTER|LOCKOUT PADLOCK|67
3762|MCFT|C76547|TUNNEL TRANSFORMER ROOM|68
3763|C228A (1)|26466|ADMIN OFFICE SUPPLY SUGG. BOX|3
3764|ABBA2|PC692927|DINING COMMON EXTERIOR|159
3765|C189A|44646|BOOKSTORE CASH DRAWER|14
3766|L004|HUDSON|PRESS MARKETING FILE CABINET|67
3767|283||ACADEMY COLLINS KEYBOX|60
3768|AACAC4|PC496125|M&G @BJ ELEVATOR EXH. ROOM|12
3769|C083A|26424|CABINETS STEPHEN JONES OFFICE|3
3770|BP510|13143|ED TECHNOLOGIES CABINET|25
3771|HS1|LL84135X|LIBRARY|36
3772|LL410 (1)|LL410|AMP.CUTLER BRKR PANELS (CAT1)|15
3773|XJAA|LB52567|UNIVERSITY PLACE EXT. DOORS|155
3774|BH015 (1)||STUDENT CENTER SIGN BOARD|14
3775|PRG1|LC52163|PRES RES GUEST ROOM 1|35
3776|PRG2|LC52363|PRES RES GUEST ROOM 2|35
3777|272|3045 NATIO|PRINT SHOP KEY BOX|23
3778|D001||SNACK SHOP COKE MACHINE|14
3779|ABDD2|PC652327|AUTO SHOP PARTS ROOM|149
3780|PSHV|LA32969|PRINT SHOP 2ND FLOOR HVAC RM|23
3781|C098A|46264|ACADEMY OFFICE CABINETS|62
3782|ABDC1|PC630327|ED TECH EXTERIOR|
3783|ACAC2|PC632729|AMPHITORIUM DOGGING DEVICE|15
3784|4142PO|BOMMER|UP APARTMENT 4 MAILBOX|55
3785|ADAB2|C612721|ACADEMY MARKHAM INTERIOR DOOR|61
3786|ADAB3|PC614721|ACADEMY MARKHAM MULLION|61
3787|ADCA6|PC892121|ELEMENTARY MAIN OFFICE|43
3788|ADCA7|PC894121|ELEMENTARY DOGGING & MULLIONS|43
3789|FA282|LC18789|FINE ARTS 110 AND 114|13
3790|P364|MASTER|LOCKOUT PADLOCK|67
3791|P431|MASTER|LOCKOUT PADLOCK|67
3792|AAAA8|C896725|IT REVEAL BREAKROOM|30
3793|SGR784|S&G|SNACK SHOP BACK OFFICE SAFE|14
3794|CSS|FORT D3173|BOOKSTORE SAFE KEY|14
3795|SSHV|LA61272|Parts room/key lockup closet|67
3796|C094A|42224|PRESS PRODUCT DEV CABINET|67
3797|4211PO|BOMMER|UP APARTMENT 5 MAILBOX|55
3798|4226PO|BOMMER|UP APARTMENT 6 MAILBOX|55
3799|4101PO|BOMMER|UP APARTMENT 7 MAILBOX|55
3800|4111PO|BOMMER|UP APARTMENT 9 MAILBOX|55
3801|4176PO|BOMMER|UP APARTMENT 10 MAILBOX|55
3802|4083PO|BOMMER|UP APARTMENT 11 MAILBOX|55
3803|4150PO|BOMMER|UP APARTMENT 12 MAILBOX|55
3804|4222PO|BOMMER|UP APARTMENT 13 MAILBOX|55
3805|4116PO|BOMMER|UP APARTMENT 14 MAILBOX|55
3806|4130PO|BOMMER|UP APARTMENT 15 MAILBOX|55
3807|4005PO|BOMMER|UP APARTMENT 16 MAILBOX|55
3808|4246PO|BOMMER|UP APARTMENT 17 MAILBOX|55
3809|4097PO|BOMMER|UP APARTMENT 18 MAILBOX|55
3810|4126PO|BOMMER|UP APARTMENT 19 MAILBOX|55
3811|4129PO|BOMMER|UP APARTMENT 20 MAILBOX|55
3812|4125PO|BOMMER|UP APARTMENT 21 & 33 MAILBOX|55
3813|4124PO|BOMMER|UP APARTMENT 22 MAILBOX|55
3814|4195PO|BOMMER|UP APARTMENT 23 MAILBOX|55
3815|4062PO|BOMMER|UP APARTMENT 24 MAILBOX|55
3816|4234PO|BOMMER|UP APARTMENT 25 MAILBOX|55
3817|4182PO|BOMMER|UP APARTMENT 26 MAILBOX|55
3818|4227PO|BOMMER|UP APARTMENT 27 MAILBOX|55
3819|4087PO|BOMMER|UP APART.28 / CVA A-301 MAIL|55
3820|4118PO|BOMMER|UP APARTMENT 29 MAILBOX|55
3821|4177PO|BOMMER|UP APARTMENT 30 MAILBOX|55
3822|4207PO|BOMMER|UP APARTMENT 31 MAILBOX|55
3823|4163PO|BOMMER|UP APARTMENT 32 MAILBOX|55
3824|4349PO|BOMMER|UP APARTMENT 69 MAILBOX|55
3825|4178PO|BOMMER|UP APARTMENT 34 MAILBOX|55
3826|4033PO|BOMMER|UP APARTMENT 35 MAILBOX|55
3827|4154PO|BOMMER|UP APARTMENT 36 MAILBOX|55
3828|4086PO|BOMMER|UP APARTMENT 37 MAILBOX|55
3829|4171PO|BOMMER|UP APARTMENT 38 MAILBOX|55
3830|4186PO|BOMMER|UP APARTMENT 39 MAILBOX|55
3831|4113PO|BOMMER|UP APARTMENT 40 MAILBOX|55
3832|4135PO|BOMMER|UP APARTMENT 41 MAILBOX|55
3833|4162PO|BOMMER|UP APARTMENT 42 MAILBOX|55
3834|4006PO|BOMMER|UP APARTMENT 43 MAILBOX|55
3835|4235PO|BOMMER|UP APARTMENT 44 MAILBOX|55
3836|4045PO|BOMMER|UP APARTMENT 45 MAILBOX|55
3837|4051PO|BOMMER|UP APARTMENT 46 MAILBOX|55
3838|4119PO|BOMMER|UP APARTMENT 47 MAILBOX|55
3839|4231PO|BOMMER|UP APARTMENT 48 MAILBOX|55
3840|4068PO|BOMMER|UP APARTMENT 49 MAILBOX|55
3841|4243PO|BOMMER|UP APARTMENT 50 MAILBOX|55
3842|4016PO|BOMMER|UP APARTMENT 51 MAILBOX|55
3843|4174PO|BOMMER|UP APARTMENT 52 MAILBOX|55
3844|4205PO|BOMMER|UP APARTMENT 55 MAILBOX|55
3845|4245PO|BOMMER|UP APARTMENT 56 MAILBOX|55
3846|4024PO|BOMMER|UP APARTMENT 59 MAILBOX|55
3847|4058PO|BOMMER|UP APARTMENT 60 MAILBOX|55
3848|4427PO|BOMMER|UP APARTMENT 61 MAILBOX|55
3849|4491PO|BOMMER|UP APARTMENT 62 MAILBOX|55
3850|4333PO|BOMMER|UP APARTMENT 63 MAILBOX|55
3851|4461PO|BOMMER|UP APARTMENT 64 MAILBOX|55
3852|4350PO|BOMMER|UP APARTMENT 65 MAILBOX|55
3853|4390PO|BOMMER|UP APARTMENT 66 MAILBOX|55
3854|4334PO|BOMMER|UP APARTMENT 67 MAILBOX|55
3855|4284PO|BOMMER|UP APARTMENT 68 MAILBOX|55
3856|4317PO|BOMMER|UP APARTMENT 70 MAILBOX|55
3857|4332PO|BOMMER|UP APARTMENT 71 MAILBOX|55
3858|4318PO|BOMMER|UP APARTMENT 72 MAILBOX|55
3859|4495PO|BOMMER|UP APARTMENT 73 MAILBOX|55
3860|4466PO|BOMMER|UP ARARTMENT 74 MAILBOX|55
3861|4492PO|BOMMER|UP APARTMENT 75 MAILBOX|55
3862|4304PO|BOMMER|UP APARTMENT 76 MAILBOX|55
3863|4355PO|BOMMER|UP APARTMENT 77 MAILBOX|55
3864|4444PO|BOMMER|UP APARTMENT 78 MAILBOX|55
3865|4473PO|BOMMER|UP APARTMENT 79 MAILBOX|55
3866|4285PO|BOMMER|UP APARTMENT 80 MAILBOX|55
3867|4455PO|BOMMER|UP APARTMENT 81 MAILBOX|55
3868|4312PO|BOMMER|UP APARTMENT 82 MAILBOX|55
3869|4281PO|BOMMER|UP APARTMENT 83 MAILBOX|55
3870|4349|BOMMER|UP APARTMENTS PARCEL BOX 1A|55
3871|4349PO A|BOMMER|UP APARTMENT PARCEL BOX 1A|55
3872|4351PO|BOMMER|UP APARTMENT PARCEL BOX 1B|55
3873|4276PO|BOMMER|UP APARTMENT PARCEL BOX 1C|55
3874|4340PO|BOMMER|UP APARTMENT PARCEL BOX 2A|55
3875|4403PO|BOMMER|UP APARTMENT PARCEL BOX 2B|55
3876|4270PO|BOMMER|UP APARTMENT PARCEL BOX 2C|55
3877|4428PO|BOMMER|UP APARTMENT PARCEL BOX 3A|55
3878|4352PO|BOMMER|UP APARTMENT PARCEL BOX 3B|55
3879|4361PO|BOMMER|UP APARTMENT PARCEL BOX 3C|55
3880|PSA2|LN32569|PRINT SHOP / PRESS MASTER|23
3881|PS19|LB72169|PRINT SHOP OFFICE 2007|23
3882|179E|HON|ELEMENTARY FILE CABINET RM 6B|43
3883|4087PO (A)|NATIONAL|CVA APARTMENT A-301 MAILBOX|39
3884|FHX(2)|LA30729|BACK DOOR OF 201 STADIUM VIEW|66
3885|AABA2|PC692925|LINC DOGGING CYLINDER|47
3886|PR39|LA58385|WHM 207 PRESS OFFICE (1053)|67
3887|2X06|CHICAGO|RESERVATIONS FILE CABINET|40
3888|PR40|LA78385|PRESS TRADE DIV. CLOSET|67
3889|C074A|24642|RODEHEAVER STAGE TOOL CABINET|16
3890|ACCB1|C610129|Instructional tech services|37
3891|TVVCR|MEDECO|NOT IN USE AT THIS TIME|25
3892|101    (1)|NATIONAL|BOOKSTORE COMPUTER CAGE|14
3893|B399A (2)|4240|ELEMENTARY MAIN PA SYSTEM|43
3894|D72|LE52703|RODEHEAVER STAGE STORAGE RMS|16
3895|ML39|54747|LINC WAREHOUSE OVERHEAD DOORS|47
3896|4|0400 Y11|UNUSUAL TOURS TICKET PRINTER|40
3897|SBX1|PC471503|SPECIAL LINC PRIMUS LOCKS|47
3898|C122A|4024|SCIENCE MOBILE CABINET|18
3899|4093PO|NATIONAL|CVA C-114 MAILBOX|39
3900|BER69|LB74143|BROKENSHIRE 310|31
3901|PR42|LA18385|PRESS OFFICE(DAWN WATKINS)|67
3902|62P||PRESS BUSINESS DISPENSER|67
3903|CHTPUSE 10/15/15|LA50527|BUSINESS OFFICE CHEADLE TEMP.|3
3904|ALED4|E214967|ANNEX OFFICE ACCROSS ACCOUPAY|
3905|27379|FORT/TUBE|SAS TV VCR CART|25
3906|AL48|LB16985|ANNEX HUMAN RES. OFF.(TAYLOR)|40
3907|HON103|HON|LINC FILE CABINET|47
3908|27380|FORT|WHM 108, DISPATCH DRAWERS|67
3909|202E|HON|ELEMENTARY FILE CABINET RM 4D|43
3910|127E   (1)|HON|PRIMARY CTR FILE CABINET RM1D|66
3911|DCM1|MAST.05303|DINING COMMON|159
3912|DCY1|USA Y1|DINING COMMON REFRIGERATOR|159
