ID,OLDID,NUMBER,KEYTYPEID
12307,12307,2,2516
12308,12308,3,2516
12309,12309,4,2516
12310,12310,1,2517
12311,12311,2,2517
12312,12312,3,2517
12313,12313,4,2517
12314,12314,5,2517
12315,12315,6,2517
12316,12316,7,2517
12317,12317,8,2517
12318,12318,9,2517
12319,12319,10,2517
12320,12320,11,2517
12321,12321,12,2517
12322,12322,13,2517
12323,12323,14,2517
12324,12324,15,2517
12325,12325,16,2517
12326,12326,17,2517
12327,12327,18,2517
12328,12328,19,2517
12329,12329,20,2517
12330,12330,21,2517
12331,12331,22,2517
12332,12332,23,2517
12333,12333,24,2517
12334,12334,25,2517
12335,12335,26,2517
12336,12336,27,2517
12337,12337,28,2517
12338,12338,29,2517
12339,12339,30,2517
12340,12340,31,2517
12341,12341,32,2517
12342,12342,33,2517
12343,12343,34,2517
12344,12344,35,2517
12345,12345,36,2517
12346,12346,37,2517
12347,12347,38,2517
12348,12348,39,2517
12349,12349,40,2517
12350,12350,1,2518
12351,12351,2,2518
12352,12352,3,2518
12353,12353,4,2518
12354,12354,5,2518
12355,12355,6,2518
12356,12356,7,2518
12357,12357,8,2518
12358,12358,9,2518
12359,12359,10,2518
12360,12360,11,2518
12361,12361,12,2518
12362,12362,13,2518
12363,12363,14,2518
12364,12364,15,2518
12365,12365,16,2518
12366,12366,17,2518
12367,12367,18,2518
12368,12368,19,2518
12369,12369,1,2519
12370,12370,2,2519
12371,12371,3,2519
12372,12372,4,2519
12373,12373,5,2519
12374,12374,6,2519
12375,12375,7,2519
12376,12376,8,2519
12377,12377,9,2519
12378,12378,10,2519
12379,12379,11,2519
12380,12380,12,2519
12381,12381,13,2519
12382,12382,1,2520
12383,12383,2,2520
12384,12384,3,2520
12385,12385,4,2520
12386,12386,1,2521
12387,12387,2,2521
12388,12388,3,2521
12389,12389,1,2522
12390,12390,2,2522
12391,12391,3,2522
12392,12392,4,2522
12393,12393,5,2522
12394,12394,6,2522
12395,12395,7,2522
12396,12396,8,2522
12397,12397,9,2522
12398,12398,10,2522
12399,12399,11,2522
12400,12400,12,2522
12401,12401,13,2522
12402,12402,1,2523
12403,12403,1,2524
12404,12404,2,2524
12405,12405,1,2525
12406,12406,2,2525
12407,12407,3,2525
12408,12408,4,2525
12409,12409,5,2525
12410,12410,6,2525
12411,12411,7,2525
12412,12412,8,2525
12413,12413,9,2525
12414,12414,1,2526
12415,12415,1,2527
12416,12416,2,2527
12417,12417,3,2527
12418,12418,4,2527
12419,12419,5,2527
12420,12420,6,2527
12421,12421,7,2527
12422,12422,8,2527
12423,12423,9,2527
12424,12424,10,2527
12425,12425,11,2527
12426,12426,12,2527
12427,12427,13,2527
12428,12428,14,2527
12429,12429,15,2527
12430,12430,16,2527
12431,12431,17,2527
12432,12432,18,2527
12433,27389,7,4153
12434,27390,12,3548
12435,27391,10,3549
12436,27392,13,3569
12437,27393,4,2718
12438,12438,1,2529
12439,12439,1,2530
12440,12440,1,2531
12441,12441,2,2531
12442,12442,3,2531
12443,12443,4,2531
12444,12444,5,2531
12445,12445,6,2531
12446,12446,1,2532
12447,12447,2,2532
12448,12448,1,2533
12449,12449,2,2533
12450,12450,3,2533
12451,12451,4,2533
12452,12452,5,2533
12453,12453,1,2534
12454,12454,2,2534
12455,12455,1,2535
12456,12456,1,2537
12457,12457,2,2537
12458,12458,3,2537
12459,12459,4,2537
12460,12460,1,2538
12461,12461,2,2538
12462,12462,3,2538
12463,12463,4,2538
12464,12464,5,2538
12465,12465,6,2538
12466,12466,1,2539
12467,12467,2,2539
12468,12468,3,2539
12469,12469,4,2539
12470,12470,5,2539
12471,12471,6,2539
12472,12472,7,2539
12473,12473,8,2539
12474,12474,9,2539
12475,12475,10,2539
12476,12476,11,2539
12477,12477,12,2539
12478,12478,13,2539
12479,12479,14,2539
12480,12480,15,2539
12481,12481,16,2539
12482,12482,17,2539
12483,12483,18,2539
12484,12484,1,2540
12485,12485,2,2540
12486,12486,3,2540
12487,12487,4,2540
12488,12488,5,2540
12489,12489,6,2540
12490,12490,7,2540
12491,12491,8,2540
12492,12492,9,2540
12493,12493,10,2540
12494,12494,1,2541
12495,12495,1,2542
12496,12496,2,2542
12497,12497,3,2542
12498,12498,1,2543
12499,12499,2,2543
12500,12500,3,2543
12501,12501,1,2544
12502,12502,2,2544
12503,12503,3,2544
12504,12504,4,2544
12505,12505,5,2544
12506,12506,6,2544
12507,12507,7,2544
12508,12508,8,2544
12509,12509,9,2544
12510,12510,10,2544
12511,12511,11,2544
12512,12512,12,2544
12513,12513,13,2544
12514,12514,14,2544
12515,12515,15,2544
12516,12516,16,2544
12517,12517,17,2544
12518,12518,18,2544
12519,12519,19,2544
12520,12520,20,2544
12521,12521,21,2544
12522,12522,22,2544
12523,12523,23,2544
12524,12524,24,2544
12525,12525,25,2544
12526,12526,26,2544
12527,12527,27,2544
12528,12528,28,2544
12529,12529,29,2544
12530,12530,30,2544
12531,12531,31,2544
12532,12532,32,2544
12533,12533,33,2544
12534,12534,34,2544
12535,12535,35,2544
12536,12536,36,2544
12537,12537,37,2544
12538,12538,38,2544
12539,12539,39,2544
12540,12540,40,2544
12541,12541,41,2544
12542,12542,42,2544
12543,12543,43,2544
12544,12544,44,2544
12545,12545,45,2544
12546,12546,46,2544
12547,12547,47,2544
12548,12548,48,2544
12549,12549,49,2544
12550,12550,50,2544
12551,12551,51,2544
12552,12552,52,2544
12553,12553,53,2544
12554,12554,54,2544
12555,12555,55,2544
12556,12556,56,2544
12557,12557,57,2544
12558,12558,58,2544
12559,12559,59,2544
12560,12560,60,2544
12561,12561,61,2544
12562,12562,62,2544
12563,12563,63,2544
12564,12564,64,2544
12565,12565,65,2544
12566,12566,66,2544
12567,12567,67,2544
12568,12568,68,2544
12569,12569,69,2544
12570,12570,70,2544
12571,12571,71,2544
12572,12572,72,2544
12573,12573,1,2545
12574,12574,2,2545
12575,12575,3,2545
12576,12576,1,2546
12577,12577,2,2546
12578,12578,3,2546
12579,12579,1,2547
12580,12580,2,2547
12581,12581,3,2547
12582,12582,1,2548
12583,12583,2,2548
12584,12584,1,2549
12585,12585,2,2549
12586,12586,3,2549
12587,12587,4,2549
12588,12588,5,2549
12589,12589,1,2550
12590,12590,2,2550
12591,12591,3,2550
12592,12592,1,2551
12593,12593,2,2551
12594,12594,3,2551
12595,12595,1,2552
12596,12596,2,2552
12597,12597,3,2552
12598,12598,1,2553
12599,12599,2,2553
12600,12600,3,2553
12601,12601,4,2553
12602,12602,1,2554
12603,12603,2,2554
12604,12604,3,2554
12605,12605,4,2554
12606,12606,1,2555
12607,12607,2,2555
12608,12608,3,2555
12609,12609,4,2555
12610,12610,5,2555
12611,12611,6,2555
12612,12612,7,2555
12613,12613,8,2555
12614,12614,1,2556
12615,12615,2,2556
12616,12616,3,2556
12617,12617,4,2556
12618,12618,1,2557
12619,12619,2,2557
12620,12620,3,2557
12621,12621,4,2557
12622,12622,1,2558
12623,12623,2,2558
12624,12624,3,2558
12625,12625,1,2559
12626,12626,2,2559
12627,12627,3,2559
12628,12628,4,2559
12629,12629,5,2559
12630,12630,1,2560
12631,12631,2,2560
12632,12632,3,2560
12633,12633,4,2560
12634,12634,1,2561
12635,12635,2,2561
12636,12636,1,2562
12637,12637,2,2562
12638,12638,3,2562
12639,12639,4,2562
12640,12640,5,2562
12641,12641,1,2564
12642,12642,2,2564
12643,12643,3,2564
12644,12644,4,2564
12645,12645,1,2565
12646,12646,2,2565
12647,12647,3,2565
12648,12648,4,2565
12649,12649,5,2565
12650,12650,6,2565
12651,12651,7,2565
12652,12652,8,2565
12653,12653,9,2565
12654,12654,10,2565
12655,12655,11,2565
12656,12656,12,2565
12657,12657,13,2565
12658,12658,14,2565
12659,12659,15,2565
12660,12660,16,2565
12661,12661,17,2565
12662,12662,18,2565
12663,12663,19,2565
12664,12664,20,2565
12665,12665,21,2565
12666,12666,22,2565
12667,12667,23,2565
12668,12668,24,2565
12669,12669,25,2565
12670,12670,26,2565
12671,12671,27,2565
12672,12672,28,2565
12673,12673,29,2565
12674,12674,30,2565
12675,12675,31,2565
12676,12676,32,2565
12677,12677,33,2565
12678,12678,34,2565
12679,12679,35,2565
12680,12680,36,2565
12681,12681,37,2565
12682,12682,38,2565
12683,12683,39,2565
12684,12684,40,2565
12685,12685,41,2565
12686,12686,1,2566
12687,12687,2,2566
12688,12688,3,2566
12689,12689,4,2566
12690,12690,5,2566
12691,12691,1,2567
12692,12692,2,2567
12693,12693,3,2567
12694,12694,1,2568
12695,12695,2,2568
12696,12696,3,2568
12697,12697,1,2569
12698,12698,2,2569
12699,12699,3,2569
12700,12700,4,2569
12701,12701,5,2569
12702,12702,6,2569
12703,12703,7,2569
12704,12704,8,2569
12705,12705,9,2569
12706,12706,10,2569
12707,12707,11,2569
12708,12708,12,2569
12709,12709,13,2569
12710,12710,14,2569
12711,12711,15,2569
12712,12712,16,2569
12713,12713,17,2569
12714,12714,18,2569
12715,12715,1,2571
12716,12716,2,2571
12717,12717,3,2571
12718,12718,4,2571
12719,12719,1,2572
12720,12720,2,2572
12721,12721,3,2572
12722,12722,4,2572
12723,12723,5,2572
12724,12724,6,2572
12725,12725,1,2573
12726,12726,2,2573
12727,12727,3,2573
12728,12728,4,2573
12729,12729,5,2573
12730,12730,6,2573
12731,12731,7,2573
12732,12732,8,2573
12733,12733,9,2573
12734,12734,10,2573
12735,12735,1,2574
12736,12736,1,2575
12737,12737,2,2575
12738,12738,3,2575
12739,12739,4,2575
12740,12740,5,2575
12741,12741,1,2576
12742,12742,2,2576
12743,12743,3,2576
12744,12744,4,2576
12745,12745,5,2576
12746,12746,6,2576
12747,12747,1,2577
12748,12748,2,2577
12749,12749,1,2578
12750,12750,2,2578
12751,12751,1,2579
12752,12752,2,2579
12753,12753,3,2579
12754,12754,4,2579
12755,12755,5,2579
12756,12756,6,2579
12757,12757,7,2579
12758,12758,1,2580
12759,12759,2,2580
12760,12760,3,2580
12761,12761,4,2580
12762,12762,5,2580
12763,12763,6,2580
12764,12764,7,2580
12765,12765,8,2580
12766,12766,9,2580
12767,12767,10,2580
12768,12768,11,2580
12769,12769,12,2580
12770,12770,13,2580
12771,12771,14,2580
12772,12772,1,2581
12773,12773,2,2581
12774,12774,3,2581
12775,12775,4,2581
12776,12776,5,2581
12777,12777,1,2582
12778,12778,2,2582
12779,12779,1,2584
12780,12780,2,2584
12781,12781,1,2585
12782,12782,2,2585
12783,12783,1,2586
12784,12784,2,2586
12785,12785,1,2587
12786,12786,1,2589
12787,12787,2,2589
12788,12788,1,2590
12789,12789,2,2590
12790,12790,3,2590
12791,12791,4,2590
12792,12792,5,2590
12793,12793,6,2590
12794,12794,7,2590
12795,12795,8,2590
12796,12796,9,2590
12797,12797,10,2590
12798,12798,11,2590
12799,12799,12,2590
12800,12800,13,2590
12801,12801,14,2590
12802,12802,15,2590
12803,12803,1,2591
12804,12804,2,2591
12805,12805,1,2592
12806,12806,2,2592
12807,12807,1,2593
12808,12808,2,2593
12809,12809,3,2593
12810,12810,4,2593
12811,12811,5,2593
12812,12812,6,2593
12813,12813,1,2594
12814,12814,2,2594
12815,12815,1,2595
12816,12816,2,2595
12817,12817,3,2595
12818,12818,4,2595
12819,12819,5,2595
12820,12820,6,2595
12821,12821,7,2595
12822,12822,8,2595
12823,12823,9,2595
12824,12824,10,2595
12825,12825,11,2595
12826,12826,12,2595
12827,12827,1,2596
12828,12828,2,2596
12829,12829,3,2596
12830,12830,4,2596
12831,12831,1,2597
12832,12832,2,2597
12833,12833,3,2597
12834,12834,4,2597
12835,12835,5,2597
12836,12836,6,2597
12837,12837,1,2598
12838,12838,2,2598
12839,12839,1,2599
12840,12840,2,2599
12841,12841,3,2599
12842,12842,4,2599
12843,12843,5,2599
12844,12844,1,2600
12845,12845,2,2600
12846,12846,3,2600
12847,12847,4,2600
12848,12848,5,2600
12849,12849,6,2600
12850,12850,7,2600
12851,12851,8,2600
12852,12852,9,2600
12853,12853,10,2600
12854,12854,1,2601
12855,12855,1,2602
12856,12856,2,2602
12857,12857,1,2603
12858,12858,2,2603
12859,12859,3,2603
12860,12860,4,2603
12861,12861,1,2604
12862,12862,2,2604
12863,12863,1,2605
12864,12864,2,2605
12865,12865,3,2605
12866,12866,4,2605
12867,12867,1,2606
12868,12868,2,2606
12869,12869,1,2607
12870,12870,2,2607
12871,12871,3,2607
12872,12872,1,2608
12873,12873,2,2608
12874,12874,3,2608
12875,12875,4,2608
12876,12876,5,2608
12877,12877,6,2608
12878,12878,1,2609
12879,12879,1,2611
12880,12880,2,2611
12881,12881,3,2611
12882,12882,4,2611
12883,12883,1,2612
12884,12884,2,2612
12885,12885,3,2612
12886,12886,4,2612
12887,12887,5,2612
12888,12888,6,2612
12889,12889,1,2613
12890,12890,2,2613
12891,12891,1,2614
12892,12892,2,2614
12893,12893,3,2614
12894,12894,1,2615
12895,12895,2,2615
12896,12896,3,2615
12897,12897,4,2615
12898,12898,5,2615
12899,12899,6,2615
12900,12900,7,2615
12901,12901,8,2615
12902,12902,9,2615
12903,12903,10,2615
12904,12904,1,2616
12905,12905,2,2616
12906,12906,3,2616
12907,12907,1,2617
12908,12908,2,2617
12909,12909,3,2617
12910,12910,4,2617
12911,12911,5,2617
12912,12912,6,2617
12913,12913,7,2617
12914,12914,8,2617
12915,12915,9,2617
12916,12916,10,2617
12917,12917,11,2617
12918,12918,12,2617
12919,12919,13,2617
12920,12920,14,2617
12921,12921,15,2617
12922,12922,16,2617
12923,12923,17,2617
12924,12924,18,2617
12925,12925,19,2617
12926,12926,20,2617
12927,12927,21,2617
12928,12928,22,2617
12929,12929,23,2617
12930,12930,24,2617
12931,12931,25,2617
12932,12932,26,2617
12933,12933,27,2617
12934,12934,28,2617
12935,12935,29,2617
12936,12936,30,2617
12937,12937,31,2617
12938,12938,32,2617
12939,12939,33,2617
12940,12940,34,2617
12941,12941,35,2617
12942,12942,36,2617
12943,12943,37,2617
12944,12944,1,2618
12945,12945,2,2618
12946,12946,3,2618
12947,12947,4,2618
12948,12948,5,2618
12949,12949,6,2618
12950,12950,7,2618
12951,12951,8,2618
12952,12952,9,2618
12953,12953,10,2618
12954,12954,1,2619
12955,12955,2,2619
12956,12956,3,2619
12957,12957,4,2619
12958,12958,5,2619
12959,12959,6,2619
12960,12960,7,2619
12961,12961,8,2619
12962,12962,1,2620
12963,12963,2,2620
12964,12964,3,2620
12965,12965,1,2621
12966,12966,2,2621
12967,12967,3,2621
12968,12968,4,2621
12969,12969,1,2622
12970,12970,2,2622
12971,12971,3,2622
12972,12972,1,2623
12973,12973,1,2624
12974,12974,2,2624
12975,12975,1,2625
12976,12976,2,2625
12977,12977,3,2625
12978,12978,1,2626
12979,12979,2,2626
12980,12980,1,2627
12981,12981,2,2627
12982,12982,1,2628
12983,12983,2,2628
12984,12984,3,2628
12985,12985,1,2629
12986,12986,2,2629
12987,12987,3,2629
12988,12988,1,2630
12989,12989,2,2630
12990,12990,3,2630
12991,12991,1,2631
12992,12992,2,2631
12993,12993,1,2632
12994,12994,2,2632
12995,12995,1,2633
12996,12996,2,2633
12997,12997,3,2633
12998,12998,1,2634
12999,12999,2,2634
13000,13000,1,2635
13001,13001,2,2635
13002,13002,3,2635
13003,13003,4,2635
13004,13004,5,2635
13005,13005,1,2636
13006,13006,2,2636
13007,13007,3,2636
13008,13008,4,2636
13009,13009,5,2636
13010,13010,1,2637
13011,13011,2,2637
13012,13012,3,2637
13013,13013,4,2637
13014,13014,5,2637
13015,13015,1,2638
13016,13016,2,2638
13017,13017,3,2638
13018,13018,4,2638
13019,13019,5,2638
13020,13020,1,2639
13021,13021,2,2639
13022,13022,3,2639
13023,13023,4,2639
13024,13024,5,2639
13025,13025,1,2640
13026,13026,2,2640
13027,13027,3,2640
13028,13028,4,2640
13029,13029,5,2640
13030,13030,6,2640
13031,13031,7,2640
13032,29687,7,287
13033,29688,44,1266
13034,13034,1,2641
13035,13035,1,2642
13036,13036,1,2643
13037,13037,2,2643
13038,13038,1,2644
13039,13039,1,2645
13040,13040,1,2646
13041,13041,2,2646
13042,13042,3,2646
13043,13043,4,2646
13044,13044,5,2646
13045,13045,6,2646
13046,13046,7,2646
13047,13047,8,2646
13048,13048,9,2646
13049,13049,10,2646
13050,13050,11,2646
13051,13051,12,2646
13052,13052,1,2647
13053,13053,2,2647
13054,13054,3,2647
13055,13055,1,2648
13056,13056,2,2648
13057,13057,3,2648
13058,13058,4,2648
13059,13059,5,2648
13060,13060,1,2649
13061,13061,2,2649
13062,13062,1,2650
13063,13063,1,2651
13064,13064,1,2652
13065,13065,1,2653
13066,13066,2,2653
13067,13067,3,2653
13068,13068,1,2654
13069,13069,1,2655
13070,13070,2,2655
13071,13071,3,2655
13072,13072,4,2655
13073,13073,1,2656
13074,13074,2,2656
13075,13075,3,2656
13076,13076,4,2656
13077,13077,5,2656
13078,13078,6,2656
13079,13079,1,2657
13080,13080,2,2657
13081,13081,3,2657
13082,13082,4,2657
13083,13083,5,2657
13084,13084,6,2657
13085,13085,1,2658
13086,13086,2,2658
13087,13087,3,2658
13088,13088,4,2658
13089,13089,5,2658
13090,13090,6,2658
13091,13091,7,2658
13092,13092,1,2659
13093,13093,2,2659
13094,13094,1,2660
13095,13095,2,2660
13096,13096,3,2660
13097,13097,4,2660
13098,13098,1,2661
13099,13099,2,2661
13100,13100,1,2662
13101,13101,2,2662
13102,13102,3,2662
13103,13103,4,2662
13104,13104,5,2662
13105,13105,6,2662
13106,13106,7,2662
13107,13107,8,2662
13108,13108,9,2662
13109,13109,10,2662
13110,13110,11,2662
13111,13111,12,2662
13112,13112,13,2662
13113,13113,14,2662
13114,13114,1,2663
13115,13115,2,2663
13116,13116,1,2664
13117,13117,2,2664
13118,13118,1,2665
13119,13119,1,2666
13120,13120,2,2666
13121,13121,3,2666
13122,13122,1,2667
13123,13123,1,2668
13124,13124,2,2668
13125,13125,1,2669
13126,13126,2,2669
13127,13127,1,2670
13128,13128,2,2670
13129,13129,3,2670
13130,13130,4,2670
13131,13131,1,2671
13132,13132,2,2671
13133,13133,3,2671
13134,13134,4,2671
13135,13135,1,2672
13136,13136,2,2672
13137,13137,3,2672
13138,13138,4,2672
13139,13139,5,2672
13140,13140,6,2672
13141,13141,7,2672
13142,13142,8,2672
13143,13143,9,2672
13144,13144,10,2672
13145,13145,11,2672
13146,13146,1,2673
13147,13147,2,2673
13148,13148,1,2674
13149,13149,2,2674
13150,13150,3,2674
13151,13151,4,2674
13152,13152,5,2674
13153,13153,6,2674
13154,13154,1,2675
13155,13155,2,2675
13156,13156,3,2675
13157,13157,4,2675
13158,13158,1,2676
13159,13159,2,2676
13160,13160,3,2676
13161,13161,4,2676
13162,13162,5,2676
13163,13163,6,2676
13164,13164,7,2676
13165,13165,8,2676
13166,13166,9,2676
13167,13167,10,2676
13168,13168,1,2677
13169,13169,2,2677
13170,13170,3,2677
13171,13171,4,2677
13172,13172,5,2677
13173,13173,6,2677
13174,13174,7,2677
13175,13175,8,2677
13176,13176,9,2677
13177,13177,10,2677
13178,13178,11,2677
13179,13179,12,2677
13180,13180,13,2677
13181,13181,1,2678
13182,13182,2,2678
13183,13183,3,2678
13184,13184,4,2678
13185,13185,5,2678
13186,13186,6,2678
13187,13187,1,2679
13188,13188,1,2680
13189,13189,2,2680
13190,13190,1,2681
13191,13191,2,2681
13192,13192,3,2681
13193,13193,4,2681
13194,13194,5,2681
13195,13195,6,2681
13196,13196,1,2682
13197,13197,2,2682
13198,13198,1,2683
13199,13199,2,2683
13200,13200,3,2683
13201,13201,4,2683
13202,13202,1,2684
13203,13203,2,2684
13204,13204,3,2684
13205,13205,1,2685
13206,13206,1,2686
13207,13207,2,2686
13208,13208,3,2686
13209,13209,4,2686
13210,13210,5,2686
13211,13211,6,2686
13212,13212,7,2686
13213,13213,8,2686
13214,13214,9,2686
13215,13215,10,2686
13216,13216,11,2686
13217,13217,12,2686
13218,13218,1,2687
13219,13219,2,2687
13220,13220,1,2688
13221,13221,2,2688
13222,13222,3,2688
13223,13223,1,2689
13224,13224,2,2689
13225,13225,3,2689
13226,13226,4,2689
13227,13227,5,2689
13228,13228,1,2690
13229,13229,1,2691
13230,13230,2,2691
13231,13231,1,2692
13232,13232,2,2692
13233,13233,1,2693
13234,27809,1,1342
13235,27810,2,1342
13236,13236,1,2695
13237,13237,2,2695
13238,13238,3,2695
13239,13239,1,2696
13240,13240,2,2696
13241,13241,3,2696
13242,13242,4,2696
13243,13243,1,2697
13244,13244,1,2698
13245,13245,1,2699
13246,13246,1,2700
13247,13247,1,2701
13248,13248,1,2702
13249,13249,2,2702
13250,13250,3,2702
13251,13251,4,2702
13252,13252,5,2702
13253,13253,6,2702
13254,13254,7,2702
13255,13255,8,2702
13256,13256,9,2702
13257,13257,10,2702
13258,13258,11,2702
13259,13259,12,2702
13260,13260,1,2703
13261,13261,2,2703
13262,13262,3,2703
13263,13263,4,2703
13264,13264,5,2703
13265,13265,6,2703
13266,13266,7,2703
13267,13267,8,2703
13268,13268,9,2703
13269,13269,10,2703
13270,13270,11,2703
13271,13271,12,2703
13272,13272,13,2703
13273,13273,14,2703
13274,13274,15,2703
13275,13275,16,2703
13276,13276,1,2704
13277,13277,2,2704
13278,13278,3,2704
13279,13279,4,2704
13280,13280,5,2704
13281,13281,1,2705
13282,13282,1,2706
13283,13283,2,2706
13284,13284,3,2706
13285,13285,1,2707
13286,13286,2,2707
13287,13287,3,2707
13288,13288,1,2708
13289,13289,1,2709
13290,13290,2,2709
13291,13291,3,2709
13292,13292,1,2710
13293,13293,2,2710
13294,13294,3,2710
13295,13295,4,2710
13296,13296,5,2710
13297,13297,6,2710
13298,13298,1,2711
13299,13299,2,2711
13300,13300,3,2711
13301,13301,1,2712
13302,13302,2,2712
13303,13303,3,2712
13304,13304,4,2712
13305,13305,5,2712
13306,13306,6,2712
13307,13307,1,2713
13308,13308,2,2713
13309,13309,3,2713
13310,13310,4,2713
13311,13311,5,2713
13312,13312,6,2713
13313,13313,7,2713
13314,13314,8,2713
13315,13315,9,2713
13316,13316,10,2713
13317,13317,11,2713
13318,13318,12,2713
13319,13319,1,2714
13320,13320,2,2714
13321,13321,3,2714
13322,13322,1,2715
13323,13323,2,2715
13324,13324,3,2715
13325,13325,4,2715
13326,13326,1,2716
13327,13327,2,2716
13328,13328,1,2717
13329,13329,2,2717
13330,29870,8,345
13331,29871,6,36
13332,30273,1,488
13333,30274,2,488
13334,13334,1,2718
13335,13335,2,2718
13336,13336,3,2718
13337,13337,1,2719
13338,13338,2,2719
13339,13339,1,2720
13340,13340,2,2720
13341,13341,1,2721
13342,13342,2,2721
13343,13343,3,2721
13344,13344,4,2721
13345,13345,1,2722
13346,13346,2,2722
13347,13347,3,2722
13348,13348,4,2722
13349,13349,5,2722
13350,13350,6,2722
13351,13351,7,2722
13352,13352,8,2722
13353,13353,9,2722
13354,13354,1,2723
13355,13355,2,2723
13356,29872,1,373
13357,29873,30,3943
13358,29874,4,1029
13359,29875,1,374
13360,29876,2,374
13361,13361,1,2724
13362,13362,2,2724
13363,13363,3,2724
13364,13364,1,2725
13365,13365,2,2725
13366,13366,1,2726
13367,13367,2,2726
13368,13368,1,2727
13369,13369,2,2727
13370,13370,1,2728
13371,13371,2,2728
13372,13372,1,2729
13373,13373,2,2729
13374,13374,1,2730
13375,13375,2,2730
13376,13376,3,2730
13377,13377,1,2731
13378,13378,2,2731
13379,13379,3,2731
13380,13380,1,2732
13381,13381,2,2732
13382,13382,3,2732
13383,13383,4,2732
13384,13384,1,2733
13385,13385,2,2733
13386,13386,3,2733
13387,13387,4,2733
13388,13388,5,2733
13389,13389,1,2734
13390,13390,2,2734
13391,13391,1,2735
13392,13392,2,2735
13393,13393,3,2735
13394,13394,1,2736
13395,13395,2,2736
13396,13396,3,2736
13397,13397,4,2736
13398,13398,1,2737
13399,13399,2,2737
13400,13400,3,2737
13401,13401,1,2738
13402,13402,1,2739
13403,13403,2,2739
13404,13404,1,2740
13405,13405,2,2740
13406,13406,1,2741
13407,13407,2,2741
13408,13408,1,2742
13409,13409,2,2742
13410,13410,3,2742
13411,13411,1,2743
13412,13412,2,2743
13413,13413,3,2743
13414,13414,1,2744
13415,13415,2,2744
13416,13416,3,2744
13417,13417,4,2744
13418,13418,1,2745
13419,13419,2,2745
13420,13420,3,2745
13421,13421,1,2746
13422,13422,2,2746
13423,13423,3,2746
13424,13424,1,2747
13425,13425,2,2747
13426,13426,3,2747
13427,13427,1,2748
13428,13428,2,2748
13429,13429,3,2748
13430,13430,1,2749
13431,13431,2,2749
13432,13432,1,2750
13433,13433,2,2750
13434,13434,1,2751
13435,13435,2,2751
13436,13436,1,2752
13437,13437,2,2752
13438,13438,1,2753
13439,13439,2,2753
13440,13440,1,2754
13441,13441,2,2754
13442,13442,3,2754
13443,13443,4,2754
13444,13444,5,2754
13445,13445,6,2754
13446,13446,7,2754
13447,13447,8,2754
13448,13448,9,2754
13449,13449,10,2754
13450,13450,11,2754
13451,13451,12,2754
13452,13452,13,2754
13453,13453,14,2754
13454,13454,15,2754
13455,13455,16,2754
13456,13456,17,2754
13457,13457,18,2754
13458,13458,19,2754
13459,13459,20,2754
13460,29689,2,2403
13461,29690,5,345
13462,29691,6,345
13463,29692,7,345
13464,29693,158,292
13465,29694,36,4284
13466,29695,11,4246
13467,29696,1,348
13468,29697,2,348
13469,29698,28,647
13470,29699,29,647
13471,29700,30,647
13472,29701,31,647
13473,29702,32,647
13474,29703,1,349
13475,29704,2,349
13476,29705,3,349
13477,29706,4,349
13478,29707,5,349
13479,29708,1,350
13480,29709,2,350
13481,29710,3,350
13482,29711,24,766
13483,29712,25,766
13484,29713,18,703
13485,29714,19,703
13486,29715,5,330
13487,29716,3,4475
13488,29717,4,4475
13489,29718,5,4475
13490,29719,38,4307
13491,29720,13,19
13492,29721,14,246
13493,29722,45,1266
13494,29723,25,3795
13495,29724,26,3795
13496,29725,27,3795
13497,29726,28,3795
13498,29727,29,3795
13499,29728,30,3795
13500,29729,31,3795
13501,29730,32,3795
13502,29731,33,3795
13503,29732,3,2330
13504,29733,4,2330
13505,29734,5,2330
13506,29735,6,2330
13507,29736,7,2330
13508,29737,8,2330
13509,29738,19,4400
13510,29739,10,325
13511,29740,28,2791
13512,29741,29,2791
13513,29742,30,2791
13514,29743,31,2791
13515,29744,5,2399
13516,29745,1,53
13517,29760,5,3170
13518,29761,32,2791
13519,29762,33,2791
13520,29763,34,2791
13521,29750,12,3927
13522,29751,2,2496
13523,29752,3,2496
13524,29753,5,3294
13525,29754,7,3536
13526,30885,28,4073
13527,29756,1,351
13528,29757,2,351
13529,29758,3,351
13530,29759,4,351
13531,29764,7,3595
13532,29765,21,1500
13533,29766,107,1105
13534,29767,52,2764
13535,29768,13,1677
13536,13536,1,2755
13537,13537,2,2755
13538,13538,3,2755
13539,13539,1,2756
13540,13540,1,2757
13541,13541,2,2757
13542,13542,3,2757
13543,30223,2,4239
13544,30224,5,4203
13545,30225,2,346
13546,30226,7,1951
13547,30227,18,4377
13548,30228,19,4377
13549,30229,36,296
13550,30230,29,4300
13551,30231,8,1581
13552,30232,9,1581
13553,30233,10,1581
13554,30234,11,1581
13555,30235,12,1581
13556,30236,13,1581
13557,30237,4,1541
13558,30238,1,483
13559,30239,2,483
13560,30240,3,483
13561,30241,4,483
13562,30242,4,4355
13563,13563,1,2758
13564,13564,2,2758
13565,13565,3,2758
13566,13566,4,2758
13567,13567,5,2758
13568,13568,6,2758
13569,13569,7,2758
13570,13570,8,2758
13571,13571,9,2758
13572,13572,10,2758
13573,13573,11,2758
13574,13574,12,2758
13575,13575,13,2758
13576,13576,14,2758
13577,13577,15,2758
13578,13578,1,2759
13579,13579,2,2759
13580,13580,3,2759
